Year,Birth Rate,Mortality Rate,Divorces,
2021,8.651256811284885,11.109730568036253,1.785862345029046,
2022,8.61580901956175,10.716339591092893,2.2213257839782576,
2023,8.867865919967327,11.06697367264619,2.0807114669039732,
2024,8.56975172817976,10.789014460677308,2.02836420257215,
2025,8.786960820822145,11.136408559133303,1.7406865467792836,
2026,8.444638906818978,10.549094230987924,1.838301124860015,
2027,8.989229590846392,11.068863536142157,1.6340779517413264,
2028,8.916550985992533,10.728341519843113,1.9235387105615374,
2029,7.456449819160519,11.768876942557498,1.6806734463302981,
2030,7.56282812676267,11.217589355405037,2.06334639243373,
