Year,Birth Rate,Mortality Rate,Divorces,
2021,9.600408629780654,16.44969244124942,2.0305282049555338,
2022,9.784543752552203,16.526098644892503,1.892759692526219,
2023,8.365467930491612,16.573215597043188,1.3683571921862765,
2024,7.906719251251082,18.295050951451817,1.8985250096531643,
2025,8.34545969173393,19.194702792364147,2.345234659664871,
2026,8.168821210427259,19.655439019758408,1.7544528091168938,
2027,7.842399106452809,21.180852118902823,1.51484895719619,
2028,7.007658040639408,21.99958502460814,1.8454265720038427,
2029,6.448177173839191,21.22202622025455,1.9494136087542815,
2030,5.783829300874152,22.57713163392156,2.611463265350338,
