-,2021,
Amadora,2237,
Cascais,1450,
Lisboa,3967,
Loures,1909,
Mafra,649,
Odivelas,1239,
Oeiras,1629,
Sintra,4101,
VilaFrancaDeXira,1474,
Alcochete,134,
Almada,2007,
Barreiro,1135,
Moita,771,
Montijo,679,
Palmela,536,
Seixal,1465,
Sesimbra,250,
Setubal,1313,
