-,2021Q1,2021Q2,2021Q3,2021Q4,
Amadora,0,0,0,0,
Cascais,2650,0,0,0,
Lisboa,2355,3000,0,0,
Loures,1337,0,0,0,
Mafra,1428,0,0,0,
Odivelas,0,0,0,0,
Oeiras,0,0,0,0,
Sintra,878,0,0,0,
VilaFrancaDeXira,1142,952,1352,1011,
Alcochete,0,1757,1053,0,
Almada,1876,0,0,0,
Barreiro,0,0,0,0,
Moita,0,0,0,0,
Montijo,716,1518,864,1642,
Palmela,753,757,1262,0,
Seixal,1076,1105,1535,1586,
Sesimbra,1468,1049,0,1325,
Setubal,0,1519,0,0,
