-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.657443284715647,8.947229764133898,8.2559145674097,8.202626134795214,7.361198793790776,7.969962498109332,7.729339654403374,7.87920496371505,7.090926917224223,7.925392654022096,6.160059307250127,7.346510166414355,
Cascais,10.945815910072794,12.533040668059654,11.412848730835591,11.471182239411675,11.281679324938692,10.216849701097136,10.125352462671923,10.423993639349316,10.0945268994709,10.54018982216906,10.669378205128206,10.396331974107143,
Lisboa,11.454577201335654,11.634852899939606,10.932249119073257,10.992650323482202,10.468473933963406,11.111455499939431,11.598647055470055,12.532765934828157,10.34096972103014,12.594936239804113,10.129573149632368,10.636125781818528,
Loures,7.666019845808893,7.354314058221466,8.293828624865775,7.508268546849102,7.723957772134351,6.5280923237550805,6.710259565125694,6.873024323751723,7.108714721120497,6.868770098985898,5.9391761130655585,4.875286834114176,
Mafra,6.624906821676608,4.90748426382732,5.773946364173949,6.851844592191104,6.155298774073563,4.517819609907919,5.829581323994047,4.8827955836147865,6.003485911381629,6.312536794328526,6.439259953985857,6.431302592103233,
Odivelas,8.423214970518863,8.343986697822602,7.463626748012572,7.674110538893005,7.905414594030636,6.861461070612236,7.258918253122689,7.584857413163435,7.309049741186851,6.933455147682332,7.087533959021776,6.9745483058958895,
Oeiras,7.727321491565553,7.022509476324458,6.912347256902143,6.71017329604556,4.7453832162852265,6.6298068465600855,6.495533960498498,6.779962312783382,5.616341621746325,5.51618922880713,5.470502826943458,7.20364965150871,
Sintra,7.478429814834037,7.019846269597942,7.275448678148536,6.9903362999636585,6.732816130621989,7.111737090069745,6.687426052289729,6.5982210347379535,6.273482818717482,5.581360480398761,5.407269825843679,5.977293030561864,
VilaFrancaDeXira,7.293597308239097,6.692933359146123,6.3190737666905346,6.24007299850012,6.11765603907862,6.810640419433692,5.211669111010854,6.311237869877188,5.012880456465634,4.923230585608981,4.938635412970371,6.1227416148889375,
Alcochete,8.572657291758695,9.3835629117648,8.32997986208652,5.870527775963057,7.8242722881225255,6.114659935507878,7.784226867268802,7.876378376506325,4.42082547828099,6.06965162163921,8.081038541397879,4.02402246107887,
Almada,8.312320225716753,8.331196159210899,8.345462959669323,7.7596163104366385,7.586473108200446,7.329629180473373,6.50291512353914,7.2362853231985,7.620507222889001,6.523051748174828,7.393044023224821,7.035134641538855,
Barreiro,7.107596606227247,7.865860804164,7.769903813844086,6.577415481300983,7.004191088263147,5.665652822560247,5.886286211103789,5.835921996201984,6.520141987651724,6.803804204909429,5.838996801405177,5.71969561149152,
Moita,6.426082079759558,6.146277510384,5.962038019637676,4.576578601290651,7.199991273786226,5.55491049862297,5.426183650417103,5.167670075767975,5.661609142517075,4.6756699203200025,4.547872708295661,3.8295575186534245,
Montijo,6.421167830661261,7.1056936368,6.605171123652555,4.951841134155725,6.388423249114327,5.276963735162768,6.205558829001489,6.143503240711474,4.246076571467445,5.452506776374171,5.719541081831391,6.180291488539833,
Palmela,6.460827598582252,7.6189099699134175,5.60340433460818,5.760438290985693,5.506351402090086,6.986528535996574,5.141984091691121,5.446506597149098,5.929595755000182,4.73613072761637,4.251457027947466,3.873077250563008,
Seixal,7.076087788950218,7.535299340844,5.408470586929063,6.662074581632124,6.047353729211402,6.229168860234098,6.788737277319929,6.170857378200163,5.134413965459755,4.9724200770262925,5.304463786595026,5.135140745869794,
Sesimbra,5.202951078290595,5.896522547784,4.810992246971202,5.9238048403945704,5.440984896542289,5.923867585824887,3.212168407869838,5.035571886799805,4.745427160724662,6.155557454358163,0,3.686415162840239,
Setubal,6.748094600310924,7.004283783783784,7.217763417367825,6.939113552575635,6.399675645542964,5.690154689311948,5.603736541752016,5.336924608378034,4.786039795714869,5.904959175470114,3.825876975418212,5.390374476727268,
