-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,1677.5668582600936,1851.5063581694365,1651.8289251529718,1690.9039653811767,1803.1145621632845,1659.9308284536885,1746.8800900225538,1671.891577272165,1737.8761204484636,1758.8886916636814,1875.3438928931769,1982.0691278521508,1868.433099564667,1908.2039663994046,1816.7967239930526,1904.2903785014894,
Cascais,2069.6337846030515,2327.0550768786356,2248.444869938591,2188.1551819085103,2309.2266867226954,2266.1129267832325,2316.9014338971047,2399.657698836404,2467.152030883449,2287.3041551663646,2513.4759593205854,2270.92973780385,2403.351086573566,2261.371544871293,2389.4534970816303,2368.2576771416598,
Lisboa,2550.7171641683512,2830.3954680799566,2929.5401284116515,2970.7269856936327,3165.17288368375,3295.1582303564014,3204.3777614235014,3416.3357048654548,3222.6122179206404,3302.964486047322,3278.1491228678933,3339.478323462236,3335.2883671317386,3151.0846220197445,3338.594270432964,3154.902897333925,
Loures,1544.7776480314776,1614.970924829877,1645.850422201659,1708.1622836663505,1653.285482221224,1782.963583862568,1706.4017833922544,1976.1341949729772,1535.2075643195712,1730.5115315912408,1774.2347353490843,1641.8943078140042,1778.8533457855995,1632.2190632655584,1721.967694037358,2034.2111741236147,
Mafra,1381.150473540448,1640.2666351558244,1410.3481468713162,1772.5370367825203,1276.547523945281,1483.2558482454606,1560.7845433118646,1484.070222763009,1678.8040602778872,1680.9593201450823,1656.9512375111394,1862.6886931128329,1847.347658745426,1888.5669413629435,1897.3333234860074,2087.562701475763,
Odivelas,1671.8068200746961,1751.3012104146494,1766.3526466831659,1977.6205995671007,2049.5063462811936,1957.1386641823358,1734.3609189208157,2248.2126010456554,2040.8073793693404,1910.5519371101066,1986.0785022586356,2128.977615513933,2040.0805914743237,2127.8928860373835,2043.4748478459378,1992.8107423128263,
Oeiras,2129.0630789392967,2074.063923211144,1935.5605131754194,2088.1405689062403,2200.887704944847,2212.812746806905,2083.788349134976,2266.406119553593,2029.2679364497312,1950.9132555314357,2014.180050541417,1866.1132550464038,1905.3278314755862,2093.86193945788,2126.067293590241,2009.0969545527546,
Sintra,1307.249233543918,1420.110947610288,1343.7899612407227,1317.2615624084299,1411.4923759885405,1391.0137697575524,1472.990848963624,1520.4238285136248,1428.8684374638708,1491.4611568244602,1583.3189596607249,1479.7350667636838,1510.1970750328746,1511.2101854470557,1563.3320274565444,1561.286931976616,
VilaFrancaDeXira,1263.1824202098628,1181.7707170724625,1214.0490465131722,1240.7043771007352,1478.3662096274832,1134.0071534120466,1225.3827784554949,1187.4072511749819,1199.8742329131796,1367.762290289294,1182.88182130435,1363.1869303961034,1216.7770060432863,1375.3961516182753,1542.973650974303,1440.8301058861878,
Alcochete,1199.7484079966512,1601.3611584001642,1573.8947524082753,1223.7176590729855,1647.5834983782147,1551.0637695320358,1832.0517397755625,1408.7238320761476,1876.2416994309788,1864.7174619611899,2318.811561652122,1750.8088962391655,1934.5111782522565,1525.2555627023316,1931.761420415229,2701.6217532003566,
Almada,1643.541774825916,1895.8155898955445,1517.7447117912689,1670.8810553834855,1890.0217254307556,1759.505776173354,1958.1588421066087,1928.3148599297945,1859.2619657635332,1858.0022380036446,1999.9219688804105,1922.5881967540008,1952.0505353033438,1917.4113273478683,1934.2423589412563,1972.3285597016772,
Barreiro,1157.6173573210453,1208.4752739424111,1064.3742087645942,996.2245849026091,1170.3651486812762,1126.5286014004198,1122.9565524931809,1122.6242233067264,1048.4382994850291,1179.3515919927358,1122.1834143394474,1203.415371939123,1270.392020310558,1246.7167596993659,1436.9336304772435,1406.2760607703444,
Moita,986.8286004289362,1172.547380228574,871.0859817379928,1027.2068452650547,935.4491466648633,1068.4009804543825,1068.7797286460975,1104.435706498456,1089.152692640644,1094.7258859319627,1062.6373658414964,1096.0944885096533,1111.769419253161,1202.882407243769,1303.4491292470698,1323.2223891927272,
Montijo,1104.551152979339,1398.51935490825,1135.7675510701567,1528.1252604410702,1141.9382658664563,1428.5421948549256,1478.012503824822,1582.6897561118092,1257.9791087735366,1436.011368276997,1586.559827504937,1518.923315005657,1676.7760087348672,1682.0171990837794,1640.145562977265,1612.9872021303056,
Palmela,1158.5926137953659,1316.5482545721552,1309.2702499244692,1391.256685138786,1351.533893938523,1400.8456760187855,1596.050856165563,1450.3925568593902,1640.9433734751417,1657.014494221561,1775.4092219992162,1588.2942985771035,1786.5263470447844,1841.4777313942284,1694.2013112672207,1659.3102596981464,
Seixal,1452.058416009274,1328.515500844019,1466.6459342290082,1628.0893958300203,1428.3374357862804,1608.5075869476855,1708.135149593589,1818.5076050387613,1611.0956119729392,1603.017847149588,1694.3739662960709,1734.8582577286988,1748.924870442107,1674.407550972573,1791.1937889175827,1804.2135849276615,
Sesimbra,1278.4705952022841,1500.925171761041,1264.2509971941008,1312.0113117114588,1345.7029208066929,1273.3935329009716,1866.4742294339171,1421.1153015798423,1676.7198680873278,1663.645433643428,1723.8889878728835,1950.991043551663,1769.5488255547696,1889.5199204617365,1824.4513152916343,1756.1371246509175,
Setubal,1185.6608637043337,1342.4525103191636,1114.4296863387335,1466.8212991482662,1177.3304584240295,1454.1729851725404,1262.4435292822745,1407.511144824487,1422.1417966558345,1468.279889122889,1424.4890881926183,1518.4261475873227,1395.8399879533858,1687.502181822512,1616.4190289429648,1771.0983204499155,
