-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,9.515127777777776,10.080865818971077,9.150057275998439,9.462487535736871,8.44556366514768,9.399847511412066,8.975882873279724,9.092286537893346,8.015049078549282,8.67418357857102,8.103060963551046,8.32653323906416,7.586799456266306,8.110973344268213,8.107621317905785,7.841226208937041,
Cascais,11.463295332985144,11.25012639736063,11.91743227747547,11.170829434740684,10.867100163608198,10.908980170270103,10.216568707948595,8.372010166872688,9.61948591485143,9.288431145185184,10.044981989971724,10.201763131105764,10.710173430884035,9.587502774039752,9.374195587444053,10.589137346892656,
Lisboa,12.634291858984238,13.9629930583176,13.653083167146189,13.940634150707377,12.51101559174828,11.748319156354576,12.984983133693241,12.490708126813201,12.47210926539792,13.22389348105229,11.715669940996968,11.359765587397598,11.992991935161367,11.126018489644874,12.427347520824364,10.905092472918293,
Loures,8.822838193603923,8.4111583938023,7.71413045748667,8.000742640055888,7.574023747336559,7.217672128601762,6.375962941446647,7.726724323744318,7.356172599770169,5.665753162172225,5.401608467200177,7.19474117743861,5.490013200054155,5.671872957250771,7.1152125886757105,6.896377804786573,
Mafra,7.815319663861809,7.089654684685108,8.225924503578403,8.17996713611111,7.934948887407406,8.056077680677284,7.125857823658447,5.487060159354396,6.89075551810155,7.050909812084183,5.235903745650564,5.46415960016348,7.868873678841043,8.003745880137629,7.199711943102162,5.5992949824350955,
Odivelas,9.138297274530935,8.256034235593113,7.735489379084967,7.90214802072947,8.242730473233905,8.102587305107495,7.592081818142365,7.289863572811404,8.417692154267105,7.6448789500361425,7.295352629171036,6.656080230493487,7.6135432797502585,5.6858128315327185,5.029330744106559,5.540761489433793,
Oeiras,7.840745340888165,7.4389492610215875,7.091495092944842,6.586004478883725,6.745486016907127,6.444602756979573,6.751574147333113,6.129556008615549,5.831468467865255,5.858196593176484,5.601126008843848,5.673773594186457,5.852383001282194,6.1530432371608725,5.628266922037446,7.699513235159622,
Sintra,8.054395417028957,7.985242511927997,7.515982468600994,7.715525616161615,8.088470937257366,6.625285738738329,7.091742060232002,7.008305460136707,6.6835331743805355,7.184056635176623,7.200838936256199,6.771942925108214,6.703050988378026,5.140994313474841,5.20074381364547,6.096657354110927,
VilaFrancaDeXira,8.102693673835732,6.736024289585398,7.087714230989876,6.0537314937687405,6.359402565955054,6.384625300712749,6.960305422090048,5.618840323769049,6.839367575616002,5.94839145055659,6.373140831747217,5.325438808402536,6.077644323987614,5.459617694569083,4.752553061330856,5.786444783120558,
Alcochete,7.6040638772800175,7.575900053366034,6.971294243645979,5.6596184050492315,6.136184496733149,7.045452697665867,5.540992329437392,5.246305455622261,6.8854571399884446,6.385683426050866,6.2490848483787955,5.2437172112257855,6.907945033180387,6.986359440451335,7.154247740978884,0,
Almada,9.400729283780302,9.668645312926758,8.510658865647592,8.205211916898064,7.883000994192292,7.51144669049482,8.700466592921625,9.0682039125723,8.917441167842341,9.23314511216116,8.910154044166855,8.864139666432127,7.4595572623171185,8.51616795377164,8.155082979202694,9.034033640368538,
Barreiro,7.043811615960205,7.74268875919836,6.753795027891773,7.508586863381661,5.927102097222223,5.459541411277465,6.31942310356287,6.257458653513847,5.710978288873685,5.464341211860958,6.404211163499154,5.860245516661807,5.675155173147324,5.580210686116768,5.164323289490591,5.466122502180003,
Moita,6.768702506137101,6.391165453199999,5.80064749648944,6.290806955288066,5.919990800645162,6.046299670070441,6.154535221223654,5.046405360009627,4.913249320814596,4.971185000952885,5.623429341306343,6.60318422973377,6.149930015346612,5.549089966076256,5.141331313207312,5.964424338151971,
Montijo,7.357467791402937,6.18117257652273,5.857844298525853,6.468953874445981,6.631894158125836,7.304815047218553,6.434920269735341,5.038087929134998,5.073885276901555,4.6587348768350205,4.325959059630814,3.6781931840214597,3.7537111263673353,5.340900819026709,6.336794727523236,3.6214122018676616,
Palmela,6.278185043131946,7.193777408317284,6.9573852846489315,6.673564203041639,6.4210105021252755,6.881161919217208,7.555198689116927,6.3955755921102195,6.851677086396713,7.193047651445205,6.5707248511810095,6.508351652039274,6.46175692832302,5.248427550434422,7.854946276399925,8.086153553552709,
Seixal,7.737322858813485,8.0910233445492,7.329234667056905,7.929544276910649,6.866566904126005,7.618637228292421,8.299916422965682,6.930569713242851,6.122130876856398,6.386551744240379,6.374091043423903,7.322961050861919,7.121291414056635,6.8940177841430135,6.6108259910614535,7.340054443083993,
Sesimbra,6.015270367602876,6.748225394090401,5.5429523112019705,4.250380521550876,5.971302998606461,5.633308257881941,6.165359066640359,5.677745663273141,5.410047113535999,5.655127507355635,4.821660495684946,4.90422633245352,5.329875466978331,8.332591588594774,6.9540614209684275,4.061353014586968,
Setubal,7.5576004046616045,7.210560204974275,7.217763417367824,7.083109449261986,6.008586155931168,5.992900376074172,5.760618284136784,5.167434123811182,6.004364874986587,6.4699444788039715,6.395719344418289,5.566473867290826,4.843892891404076,4.884715882466488,5.442067894320408,5.101978376517587,
