Year,Birth Rate,Mortality Rate,Divorces,
2021,11.912887054996764,15.086004399641634,2.5783389259994576,
2022,10.584278978012186,15.692453857214806,2.742331909097704,
2023,8.324644200986913,17.045385762722006,1.3553986634928654,
2024,7.301696448994308,18.83368077304078,1.5349284453268548,
2025,9.708166291721144,15.429649027148425,2.094413093809067,
2026,7.1883318125326445,18.734421151647414,1.324653918138747,
2027,10.145034890998938,20.85497096936852,2.0651732279862802,
2028,5.7718950459729434,20.68175555977621,1.8619717500136193,
2029,7.771558704368641,18.129627974082794,1.1104957020443407,
2030,7.1884023405105815,21.012491459048437,1.2904262484827025,
