Year,Birth Rate,Mortality Rate,Divorces,
2021,9.578740649763438,14.6802902367643,1.6590395771949384,
2022,8.962583840100885,16.248876907697944,1.839081824088949,
2023,8.000351125065638,15.41172517612246,1.4952389493414069,
2024,8.120692272730349,19.719936178387943,1.73967369077857,
2025,8.325359352691223,18.21851702679297,1.9844739014883743,
2026,7.343425910568779,19.35860914747819,1.7487953240090326,
2027,7.074525754625773,20.942478894435098,2.5582444733283216,
2028,7.662871778939717,19.783419096301778,1.5705771177647172,
2029,6.936790278021446,20.87087605359662,1.6872008927548756,
2030,6.308335856793129,20.31950881266553,1.646415933734295,
