-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,
Lisboa,2384.437891555189,2160.1025040892837,2119.066393062724,2243.1903911121244,2164.341712846028,2403.955014662342,2478.9734793172756,2532.4199870641096,3238.847721352612,2876.331189237607,2734.3559264732085,2273.6227810895402,2856.43281540821,2514.9671118225765,2292.6064178107454,2852.0032142964747,2323.70327349962,3006.1107209203565,2215.0354074336365,2575.5708195418265,
