-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,
Lisboa,12.787133970995756,10.420948966804199,12.21518136486118,11.05498072334809,11.120097541135456,9.214619530872298,11.983675704100605,11.320772936486685,14.620894676698775,10.837351010221754,11.062979674143952,8.86878715947657,11.577406748454456,8.460860454815545,8.191320888993113,9.57405701104065,9.135044545555557,7.346773022539542,6.838004028513677,9.37135562221154,
