Year,Birth Rate,Mortality Rate,Divorces,
2021,9.442383079282703,15.908448364417344,1.4908847760779576,
2022,8.23472605346458,15.223610035938963,1.3788348334421943,
2023,8.122502881481418,15.304629274289441,1.8510702088427187,
2024,8.601420865981247,19.1985840617549,1.6102295118589214,
2025,8.53420162072837,19.145594821960497,1.59765251495836,
2026,6.796037503950257,18.480713297776205,1.4925590732207272,
2027,8.039727897319485,19.07133890175027,1.954173732249953,
2028,7.98676401540351,20.325756095570178,1.378400271209032,
2029,7.1039432832913905,21.408872932743915,2.119618707864102,
2030,6.165678141467099,21.874669786971378,1.7040378467386403,
