Year,Birth Rate,Mortality Rate,Divorces,
2021,7.707994720995318,15.350108222066305,1.4483575988383435,
2022,6.837102644446721,15.187443391426623,1.7076806493459962,
2023,6.7691587358524785,15.404672483059171,1.706821641355511,
2024,7.133125774850101,16.157812977500832,1.6754628138995022,
2025,5.668331654544419,16.824173022285976,1.2183108523653174,
2026,5.926675197419378,17.6851051455812,1.4960264836900072,
2027,6.825302204767167,17.213186174673112,1.8804490097551882,
2028,6.337166699322584,16.98765443290243,1.5921822816739655,
2029,5.949895520681377,17.60133124596331,1.5095456512102725,
2030,5.7205747183431725,18.168471889889744,1.8503407136780232,
