-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,11.919344473461727,13.523430650751166,13.782010646596902,14.170485069883712,14.285858187890598,14.921990275052755,14.700747178886468,15.190996321399638,15.287637488993544,15.342283267600628,15.95649417567669,15.442968025194313,15.64782495229993,15.6221322818382,16.221019604361768,16.294104788187155,
