-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,2006.0091388754704,2369.275085584355,2791.5851878600015,3277.9164402967954,4058.9732525631675,5689.447185149274,8122.519259012181,11122.755729775523,13509.25324289993,13531.878309830203,16226.386646166153,19323.559593836606,
Cascais,3450.2166198478603,3956.62180205949,4509.385100703461,5560.225363654268,6555.4690300504135,7683.596644232707,8252.099388964712,10559.369463725743,13656.960167884843,16040.523489311987,17551.521274122457,17403.939549597402,
Lisboa,3813.792198620999,4819.801919870488,5889.909842440536,7181.557195887669,8966.725715002618,11235.571573097273,13555.681921676292,16152.03338206062,19946.901175541592,20960.730941071946,22681.475624693416,23721.147648139427,
Loures,2261.55473956289,2609.6736245418015,2925.0807095888144,3629.8908032981512,4646.534922442118,6040.737241101588,8045.831021724841,10341.505824123766,12838.73445305806,10104.932710660369,11342.309735856623,14370.806729550182,
Mafra,1861.2451525768265,2177.9256288754095,2415.5046124099104,2642.533665017225,2869.329013097538,3410.2980834497635,4123.858434665267,4709.047768128594,5674.963852891033,6675.382537847351,7242.584008876581,7970.206990707611,
Odivelas,2300.755528792296,2533.8552545017365,2868.71817425929,3378.732748762265,3969.18147348195,5209.6390208171,6921.514920781843,9123.53378887393,11976.24603526382,13705.514815597007,15411.772845343168,17258.375400485926,
Oeiras,2895.9622865318643,3176.7054827813918,3665.276577709119,4279.096278917932,5186.900928175351,6279.781215802423,7690.630844969391,9742.551791231315,11548.444832647527,12554.791228213579,12380.033763628475,14440.632619394954,
Sintra,1719.1948386659778,2079.569934863098,2603.5272489785107,3564.8179907404106,5149.178605221736,7366.41893798106,8964.602846230819,11264.620040726895,13746.780541066237,15744.975298937796,17796.99687278639,18714.212147527942,
VilaFrancaDeXira,1608.5621739722576,1726.7747079174167,1923.8025219224592,2231.1294916400097,2654.0350309007144,3261.5095593419965,4040.1569186121965,5268.425461874099,6775.114697212768,8135.0408456028745,9532.43667332502,10554.692303718712,
Alcochete,1946.8347106790336,2122.11871987847,2231.8106683215055,2228.287776858277,2652.637007400079,2892.5174741702385,2982.949334654081,3331.2287450667573,3714.1157849969222,2818.3030814598337,2968.3979987841813,3842.193507094114,
Almada,2048.1947085504125,2284.3940201622972,2540.4130756056284,3046.1436390224417,3714.5289803365927,4797.8175767994235,6745.706211304279,8517.197222302671,10780.112909482055,10947.757987297358,11122.647818966172,11843.467490412077,
Barreiro,1409.0049295828733,1597.8849147219514,1668.0340410806693,2153.5203257776566,2338.3150689728673,2616.4609188630734,2772.682395062502,3090.1579722307592,3515.1985363851663,4211.6355902187715,4580.6056499566175,4766.667977299287,
Moita,1042.0523340171878,1263.7509064488431,1389.2651019366122,1806.6069783714206,2214.8053188752733,2678.7253244068893,3167.8530316118367,4169.6583544047,4616.375857127272,5014.744146146406,11634.628406338747,13884.265224787565,
Montijo,1534.3146827402852,1712.9328108007428,2223.1808654877277,2540.0467337462223,2951.683799422791,3128.8489567084107,3093.5382227168184,2945.879724037186,2741.831377368603,3255.7469806558893,3788.1296691866933,4664.244163706686,
Palmela,1379.171947245257,1552.5400072970756,1850.9385131489114,2469.2106414641476,3041.7833128764523,3842.482548566839,5061.519875547228,6598.878699615923,8169.106612827965,8540.66805600288,4583.280082763017,4818.8507764502965,
Seixal,1687.0699110486898,2016.3509424311183,2444.007154451566,3088.577390031082,4199.5294061852765,5819.158095881823,5842.584519721775,6561.452148731835,8451.48344335166,11383.777779252909,13735.25194589805,13036.35359821397,
Sesimbra,1759.4910184489706,1991.3083752273371,2163.52279062709,2236.0444514420233,2638.5818228483877,2734.8962072729028,2806.480141002564,3159.9766774433656,3731.9541684910505,4102.77417262201,4605.59229016396,5017.30584790566,
Setubal,1544.8613612822353,1895.7019302872404,2057.2040218173047,2402.224444821521,2892.530558598992,3319.778424445257,4342.820814453417,5775.557907135697,7219.029657600536,9157.858496796931,10588.670576908502,11853.754845551479,
