-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1731,1896,2009,2004,2406,2153,2512,2035,2437,2593,2355,2279,
Cascais,2265,2527,3101,2824,3115,2568,3348,2888,2924,3104,3061,2899,
Lisboa,2975,3667,3964,3746,3676,3740,3647,3759,4116,3873,3838,4011,
Loures,1762,1777,1908,2299,2387,2336,2189,2610,2612,2512,2452,2517,
Mafra,1499,1752,2055,1925,1696,2343,2526,2676,2718,2507,2417,2410,
Odivelas,1844,1917,2199,2227,2440,2600,2559,2629,2632,2445,2379,2586,
Oeiras,2288,2506,2534,2843,2565,2651,2682,2908,2684,3098,2782,2868,
Sintra,1427,1557,1506,1811,1837,1805,2030,1793,1918,2026,1974,2059,
VilaFrancaDeXira,1421,1457,1548,1534,1450,2016,1856,1849,1792,2328,2394,2263,
Alcochete,1493,2070,1889,2168,1686,1802,2250,2793,3938,2694,1040,2238,
Almada,1733,1933,2136,2000,2139,2512,2265,2580,2458,2397,2407,2625,
Barreiro,1182,1215,1301,1819,1462,1700,1267,2555,1367,1345,2111,0,
Moita,964,947,1256,888,1559,1200,1270,1272,1205,2840,1449,1338,
Montijo,1458,1430,1624,1797,1605,2476,2409,2606,2211,2233,2172,2288,
Palmela,1227,1445,1289,1860,1918,1535,1572,2004,2941,1796,1828,1944,
Seixal,1450,1619,1805,1883,2282,2371,2113,2318,2421,2047,2441,2441,
Sesimbra,1378,1657,1547,1594,1943,3134,1881,1868,1839,2529,2229,1849,
Setubal,1407,1539,1461,1861,1651,1959,1750,2236,1629,2372,1995,2146,
