-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.839335084928535,9.504207740710644,10.52899985178679,8.406536341131554,10.852715229491004,11.18581505535334,11.230072809347519,11.173531579262452,12.879190452423686,12.391028146701387,11.904270805016184,10.479512634964923,
Cascais,10.221515234373113,11.403415946451084,10.911867915125677,11.61218932392575,12.977937630490935,12.58320968439312,11.720950464187869,13.484606225672499,13.04864029212393,11.764213154714096,13.664924930417886,14.373031636196144,
Lisboa,11.399941451508315,13.566203866502029,13.724452125635922,14.03187650849045,16.573188456125003,16.58530511422937,16.89996272297554,17.36938557801177,17.988702305877943,16.24612017447632,19.644311228034162,18.19946996595363,
Loures,7.910182412577741,8.565002131093943,8.266885924696606,8.156873158152326,10.557834996711321,9.943982918502172,10.577308284234151,10.573001183412655,12.18359577595946,11.436664594375635,10.506427930986755,9.732688389341742,
Mafra,6.502679914568927,6.215631208800862,7.09887554646548,7.426943759255351,7.735114244331159,7.875982785233839,10.122047583883894,10.066127806490728,9.256487935110014,7.201242286879451,10.57476477338931,7.545321787999543,
Odivelas,8.059456850399558,8.3343278105061,8.755437548681952,8.550747003945073,9.018244949316319,11.152439978977101,11.229513668631897,10.587781362298015,9.199327425346034,10.561202928039117,11.257017643690238,11.200506826192802,
Oeiras,9.935703155237892,10.357918120615862,10.358182281817735,11.331106225669437,13.45312139251389,13.68053245829517,14.519129414320894,12.059892975191877,13.05036612280521,11.770345324983849,12.338310187578983,13.14364106194236,
Sintra,7.199084359964756,7.789364804473911,8.085137487651455,7.604424602111009,8.949708324601607,8.947634618844912,8.322868427450683,7.753629106228668,7.999458956752013,7.508130429259589,10.016862216786514,10.311099855572778,
VilaFrancaDeXira,6.932687691920954,6.994034824752012,7.3536000872102445,6.854414399307002,8.942194359804342,7.083588898314995,8.377078270589582,9.63762136893317,8.889921799661266,6.862834969483041,9.942390783997542,10.161512568672958,
Alcochete,6.3026244507672855,6.078501229344848,6.305920953922155,6.4444124566816905,6.968186051571946,7.135190511516546,0,9.131741488753466,7.4985366892153795,6.6510111230795825,0,8.019716727122747,
Almada,8.471192064662992,8.860015156508402,8.922832690227086,8.894712461988703,10.236594055357452,9.224588767702404,10.031713800744773,11.67635652173913,11.912312530946892,13.528964710077469,11.00313069274365,10.222468802264801,
Barreiro,6.918319825122361,7.47731215485231,7.100553128231301,7.125038832875818,7.421912002619715,7.05939045103125,8.072327900092633,9.849668045233596,8.306701469917886,9.111906623462763,6.232572401543277,11.99097506517748,
Moita,5.588236168219924,6.176291188970018,5.321528889290992,5.793781360742878,7.937749015824928,7.109697418369986,6.807127212762169,6.408957210403003,6.415709028870632,8.251650402122488,0,6.826204619412294,
Montijo,6.501847594833933,6.4326666546498075,6.4513151037371435,6.322909589133007,5.772000822999619,6.404291384772858,7.275205331512151,0,8.489980056996854,7.461764027140653,7.507017700996948,8.068113042910461,
Palmela,5.796854880631417,6.846622875032683,5.699602062265917,7.029519886980572,7.6464530864197515,8.650181710877476,10.464611322205029,7.6819675684039535,10.279215015438128,8.565619063381366,10.371130952380954,6.646059995332227,
Seixal,7.140955260557959,7.124787894247987,7.351306564423448,6.568774364134846,8.221577002385253,9.992068131897803,7.203199377565519,7.8614241211307165,9.419809104581288,7.944093763883888,9.86702070626157,9.18403703902015,
Sesimbra,6.254652523826367,7.2714131120019205,6.570507743672296,5.964406392195647,9.642135122268034,8.057026365752662,7.538318609349281,0,10.29047749325402,6.645658531103562,6.828587108840356,8.423314433680554,
Setubal,6.528757583611108,7.199856836596611,7.244650766313423,6.800015198410426,8.05135033657433,6.820729639107612,7.835763032130833,8.147322205053287,8.913489704182481,8.981361953630346,7.380093336508871,8.735239747807018,
