-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,8.82857200588733,8.241785968231824,7.864020924798426,7.998183940384901,10.048743810453079,8.888790881637746,
Cascais,10.293998289644286,10.230585670962782,10.526018683341812,12.914533577144223,13.184398960706924,12.833005368381073,
Lisboa,11.388943323174335,11.75627974010553,11.632768004219146,15.377353940972219,16.386408878826717,16.116469101347278,
Loures,8.616155843264165,7.603774061977426,6.86612884571972,6.831768461280568,8.405825935003445,8.630458689855413,
Mafra,6.327641981883997,6.8196467396671565,5.769921194311508,5.859758078408561,8.854389456853859,9.889729773317327,
Odivelas,8.393991158257151,7.725427389657586,7.316744268335495,7.384794651524061,10.750801843328794,11.20687003271335,
Oeiras,10.146483738065838,8.741154702484362,8.6749661287383,9.971148071243967,11.993076402581005,13.036508246059707,
Sintra,7.3720535971225924,6.949674468410311,6.368598532198222,5.626210699023198,8.6233406078505,7.948008363693138,
VilaFrancaDeXira,6.906465518581815,7.179262003575166,5.884083354109727,5.721359495804271,8.083206484649597,9.347045761178522,
Alcochete,5.7442274471885195,6.268544603077643,5.659541691505011,6.3591158160723,6.419271206419041,8.130731523930352,
Almada,8.534234498250918,7.921704401464208,7.306832806669739,7.104124035446148,8.343311835148512,11.191393371066198,
Barreiro,6.764974032131076,6.345802505283919,6.426858702599502,6.475286758123689,7.030781395928777,9.932690674701155,
Moita,5.713953733494801,5.642070686250324,4.93010535166632,4.949160330720002,6.816319131771827,10.015922983483097,
Montijo,6.3836414500956975,6.428232046110866,5.482519036714586,5.447274021826083,7.432114184070723,8.167495532650902,
Palmela,6.107572448711758,6.088330582250894,5.659650406939543,5.613006605800574,7.971732424871747,9.57083744382804,
Seixal,6.623659752760698,6.625109578076923,6.297463566678094,6.368545788536332,7.89008694705192,8.51107548299414,
Sesimbra,5.6938275403327365,6.620034614463343,5.097831101395776,4.91917319179118,9.533428424044033,9.574079670734085,
Setubal,6.914764394456131,6.82079555329458,5.533204284193661,5.554375404426477,8.320554650925509,9.14738082479835,
