-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.509656960297818,9.020238850426098,8.436650068840917,8.115432948529365,8.299579817809358,7.3962168561251325,7.615541240474441,9.694300862217002,9.192033901521524,11.10214246184954,8.730363934799076,8.934959682801399,
Cascais,10.326556636403259,10.12200470699359,10.319741399659485,10.156817998667238,10.917061248070373,10.380924280582375,11.737987493538517,14.57947967386485,12.95368739666517,14.694648163317261,12.49364789634809,12.947055627196281,
Lisboa,11.364435500205907,11.459025010723092,11.60519111689815,11.927317340929918,11.566857095823833,11.877807579543747,14.209961669904594,16.130133084170318,17.23423627882338,15.101247779354209,16.173519401041666,15.968399679164913,
Loures,8.610599481570034,8.729742854937228,7.666131198799609,7.3798473692159146,7.126999147948036,6.586409005060092,6.245419734430216,7.785945160368254,8.959059944477087,8.212125952812915,8.729125464958196,8.531791914752631,
Mafra,6.2389812723950495,6.400345302945342,6.9357107298433665,6.359189027272003,6.27631403628147,5.551737960008021,5.116810692552601,7.095417826045,9.073339924763898,8.145083230833503,9.240876223434006,10.137488340261989,
Odivelas,8.549318702417446,8.357474760369268,7.6609148217753615,7.925160843852937,7.634350483382698,6.997113230351313,6.607143553807275,10.135282259013785,10.876618362737176,10.624985323920413,13.541543282120617,9.639665164113692,
Oeiras,10.090328736661057,10.287825119757418,8.853576644593772,8.637864680342313,8.764408552238454,8.584172379623162,9.51685967948321,11.357049198130131,12.65695407475894,11.18345528761967,12.871139381528284,13.459176533647991,
Sintra,7.757800250268757,7.017864430043852,6.911380749729004,6.988813171198521,6.578717295555128,5.919304540949259,5.380538895742618,5.940147357318538,8.6233406078505,8.907204174383324,7.491278045338316,9.136868842252344,
VilaFrancaDeXira,7.178978826719764,6.537220628129265,7.336829974788063,6.992181564538229,6.264128052762013,5.381810415622943,5.647553918155159,5.839682333185737,5.618973929455933,8.365991121154437,8.90990710914581,10.02583731149138,
Alcochete,5.877688183735137,5.321689065100412,7.612887693086937,5.772219222437927,5.06274084110896,6.808449006082003,7.677501926972206,5.051986845347283,0,6.419271206419041,9.370805437907,6.890657609953704,
Almada,8.510371317590343,8.604341496870287,8.038184724277857,7.8393862050697045,7.526964096867196,7.159590199073944,7.132480875302038,7.03847096963405,8.343311835148512,9.156013188174278,9.396308539313017,12.810494450620878,
Barreiro,7.100639935056655,6.6361192919224,6.377401866359676,6.3351809789275535,6.571976455485471,6.001705309987543,6.388191994024384,7.269418221003214,6.901374771631542,7.030781395928777,9.816099154874214,10.049282194528095,
Moita,5.713953733494801,5.647295258974927,5.463417366608323,5.839745925541657,5.16541809950969,4.6536287982921065,4.762709923600089,5.358156314943762,6.742851531414607,6.816319131771827,0,10.015922983483097,
Montijo,6.395586285506272,6.162710483931031,6.384867277765443,6.4766174559913035,5.702909614559861,5.211212181297722,4.994934229465341,7.028164150229147,7.252634866231147,10.818948397142576,8.167495532650902,8.328365390478773,
Palmela,6.203306623870462,5.957798504625464,5.587821887935869,6.378637533271888,5.557227969329446,5.667747498841997,5.613006605800574,5.442839761414406,8.143856403820408,7.971732424871747,9.57083744382804,0,
Seixal,6.540030164717828,6.694558436479039,6.8622122987857,6.394121937909844,6.401762150210725,5.878542438277888,6.001480473581982,7.728402969670054,8.485354507369092,7.71453732902021,8.455085104281398,8.733482343373689,
Sesimbra,5.750126789931312,5.529514864963483,6.389967919003282,7.537164774435402,5.492594747808327,4.8401398627356755,6.142358572340983,4.377822866035636,10.253575553728833,6.461993128377023,9.21281671284412,9.957266607246002,
Setubal,7.076306794597172,6.900581735418571,6.884183739631164,6.808559683852877,5.913639074354391,5.368742873013878,5.41341234254431,5.8398928190531,8.815728087707056,7.861358125382601,10.706478740985576,8.981442626193651,
