-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1526,1630,1722,1588,1633,1483,2098,2127,2188,2109,2194,1922,
Cascais,1868,2045,2161,2420,2426,2654,3056,3007,2735,3019,2894,2532,
Lisboa,2590,2659,3150,3373,3491,3398,3170,3304,3366,3542,3549,3696,
Loures,1616,1703,1769,1865,1718,1811,1826,2318,2192,1964,1849,2433,
Mafra,1124,1436,1403,1512,1273,1613,2275,2172,2752,2390,1668,2267,
Odivelas,1685,1685,1724,1956,1980,2005,2050,2573,2574,2608,1837,2245,
Oeiras,2008,2134,2233,2403,2209,2039,2072,2521,2112,2628,2566,2929,
Sintra,1323,1308,1293,1373,1316,1253,1509,1745,1509,1772,1560,1523,
VilaFrancaDeXira,1196,1302,1313,1136,1205,1308,1175,1439,1540,1509,1538,1346,
Alcochete,1187,1490,1469,1782,1759,1172,2662,2078,4018,2522,0,2940,
Almada,1660,1709,1691,1791,1713,1647,1810,2317,2054,2092,1917,2057,
Barreiro,1006,1093,1171,1138,1130,1127,1147,1251,2178,1203,1462,1375,
Moita,1145,954,796,726,1031,1011,2612,1218,1090,1194,1392,1000,
Montijo,1276,1444,1393,1362,1142,1266,1846,1708,1541,2744,3170,1522,
Palmela,1097,1122,1076,1203,1387,1441,2398,1481,2868,2377,2152,2892,
Seixal,1424,1276,1324,1401,1362,1604,1599,2096,1822,2432,2535,2157,
Sesimbra,1147,1360,1366,1369,1219,1964,1590,1846,1948,2654,3086,1676,
Setubal,1296,1178,1388,1329,1160,1384,1577,1686,1780,1756,2931,1923,
