-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,2041.965436249567,2171.0907955659427,2160.2838232275676,2087.9616690815783,2229.897391510421,2245.9941528810596,2249.6604245997632,2440.1327752914453,2442.4226983395492,2391.350166300365,2233.0435153393014,2343.2640783932134,
Cascais,2383.8629984752406,2686.2517512567083,3047.4729750680763,2827.70633174011,2667.6761004398054,3119.3734021258874,3166.0950985929558,3052.570359759498,3079.0091526663646,3233.6666548047156,3411.0960290810826,3429.172648107217,
Lisboa,3389.489616628526,4095.992545397879,4298.150705293296,4319.851843635446,4198.651099895487,4379.490063411339,3629.9319010314234,3845.5355844041555,3789.5521386484297,3977.0886811801065,3918.8570993686944,4071.425257803108,
Loures,1874.547428155762,2146.151252220784,2054.6754216266586,2390.8476401767434,2001.895995538747,2064.9254380083203,1905.9697019766447,2302.434869124579,2304.3349666846752,2250.8096711495946,2451.7199195100675,2370.8373339361056,
Mafra,1428.0549266045898,2217.3989747720752,2040.0010788878826,1925.330847708444,1786.0631836145021,2090.4451300061564,2402.295391048697,2483.051854637104,2580.76143414948,2472.9436035706535,2486.9835217332734,2651.764372633448,
Odivelas,1988.4367070196092,2116.5024629145482,2226.472295181953,2208.9576582876816,2237.159766700389,2221.343788633158,2198.1534297888925,2225.197070231696,2377.4526105587684,2219.8997506518817,2082.305469307036,2481.670864976321,
Oeiras,2540.5240158407887,2473.742022424581,2572.9990704553884,2734.450992510544,2602.4793714999682,2488.201257063036,2647.9117474956124,2870.3485129980036,2866.561717968345,2916.9814103431727,2764.145657147398,3081.8319631542327,
Sintra,1519.6648803785686,1614.9323437883043,1616.5068914000822,1689.0978108868844,1653.7624808017724,1835.0638240030476,1865.4096974521472,1909.9925063133892,2089.316555708328,2040.7639800024915,2134.040355334784,2317.918788588977,
VilaFrancaDeXira,1619.5065370670482,1540.7092044204742,1486.2809628687735,1395.3487991933648,1613.2808975035682,1642.5290033192098,1600.7507724055388,1950.953466402238,1950.0418563167082,2040.4194249478599,2137.5094887857013,2155.5486837522067,
Alcochete,1558.2483857860543,2009.502366333935,1930.1575756614147,2663.519509175583,2362.4625512094094,2741.5511800533754,2433.904317409167,3751.52510579814,1815.1922345714702,2878.9114052795826,2683.265184905576,2758.065457728388,
Almada,1982.179205487023,2193.5521995836575,2359.1334161155696,2055.052872402068,2152.694376204179,2000.676676303027,2396.842235831724,2271.4448288991343,2336.1136276863713,2069.4666754534064,2525.2800480203014,2782.0206003386184,
Barreiro,1221.380287229765,1346.5493780445345,1365.1351341829227,1479.9813169098902,1427.240174626614,1424.384750820955,1456.0924402148557,1562.639714390044,1545.7393076822423,1645.6370046015832,1603.01718863865,1732.2769339759493,
Moita,1100.6865854315097,1114.899046389187,1170.0284564762405,1406.174383681635,1337.3148529912623,1424.8556228873006,1296.5463309905485,1366.0395876201128,1302.0097448902409,1584.215344663037,1735.0091951488832,1664.9940897112672,
Montijo,1386.620872975316,1771.2784023388522,1663.4165578783775,1839.8348006321005,1743.1015473944292,2022.1833189067052,2263.599034701881,2125.6950431721352,2038.5898109441432,2285.922368374396,2328.0936666177813,2287.306805846962,
Palmela,1245.678707211919,1383.4317836366797,1735.0683434029288,1673.0719030572823,1721.6162321132408,2312.7088350388067,2179.076760833301,2182.6902113343062,2363.8093324214015,2192.7872387454627,2492.789273461839,2338.452359535682,
Seixal,1450.6051046808225,1587.5838339881857,1537.808373363371,1706.1634178635181,1986.9687754577667,1880.5539035045053,1857.808150320029,2087.942718998248,2184.3276409407954,2289.1441587061954,2382.9258166684563,2435.4402021672877,
Sesimbra,1487.0355674212644,1339.1692342318872,1446.5500645731336,1790.0563736861052,2198.9440084842645,2161.920710442454,2281.9736626025783,1810.2817482275234,1729.4576807527458,2566.238780501598,2556.1390437063437,2504.513649616261,
Setubal,1479.7890934842387,1440.0674264204872,1594.310598748808,1694.2197570901608,1754.7661552348723,1979.683332715896,2075.170290872461,1901.0504403978787,1947.1896906480254,2090.681898284313,2030.5217797466673,2281.213287105844,
