Year,Birth Rate,Mortality Rate,Divorces,
2021,13.78823274206288,15.019175752271588,1.907016254817305,
2022,14.445524180661483,16.77130758015919,1.5353025504555657,
2023,12.031552349852491,17.227499316780676,1.8360640015654457,
2024,12.704793406130989,17.317947292269114,1.820807931488361,
2025,11.711743679284584,18.052619050254673,1.5352949322795202,
2026,12.353123894760149,20.43506433990546,2.133521316795435,
2027,10.746538914994002,18.390704348258108,1.891365530153762,
2028,10.358885514517617,18.72800224216814,2.062380084244008,
2029,11.877879916559703,20.030214725212808,1.7119465547818753,
2030,9.686468622127759,22.62790744085572,2.1820433693376984,
