-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,2029Q1,2029Q2,2029Q3,2029Q4,2030Q1,2030Q2,2030Q3,2030Q4,
Lisboa,2391,2688,2623,2952,3018,3250,3066,3168,2870,3084,2973,3153,3139,3120,3423,3264,3134,3066,3074,3082,2866,2683,2888,2950,2837,2673,2809,2803,2806,2711,2886,2770,2747,2723,2684,2771,2627,2628,2656,2619,
