-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.660194177760653,8.32939377705647,8.839824450181254,8.665602998650108,8.11695726992711,8.072077655026389,8.187197318408398,6.949144370991063,6.855515130610433,7.275589961728816,7.315513740571534,6.839989022811128,
Cascais,9.847597529720133,9.958775102018024,10.045484766932457,10.64387582454763,10.267912323334372,10.32839985783341,10.082082748404996,9.922750505537994,10.286639098266184,9.498292213636134,9.942634101622424,8.766840427350427,
Lisboa,10.81999991452667,10.813807823852368,11.395253260376435,11.217689220714682,13.484768379071205,12.43316319851656,12.821223789321618,12.903531262609242,14.215157421630622,12.887650318292845,13.300024908250716,12.781582447254443,
Loures,7.474581268268938,7.687940193086397,7.151379861509547,7.635836578545269,7.185655443849769,6.696009065945292,6.232935120401375,6.743925460730521,6.931159438655517,6.799212709546294,6.029675392128286,6.455399467107755,
Mafra,6.120108392996692,5.64919841697431,5.837329426302065,6.094105078364373,7.413329570440586,7.348872733068782,7.32712439460009,7.053766679467401,5.894249922418306,5.774430246413727,6.8246352839517535,7.081609005304465,
Odivelas,7.366720249134299,7.42915227479137,7.47969023752451,7.744458649549767,7.183033138230749,7.05637601860577,6.763602045543362,7.039065674260214,6.699053445991186,6.425610848319073,6.273958014555042,6.285804075825507,
Oeiras,9.752442984769447,9.075293332036171,9.731880612299037,9.524984978465273,9.703431466155168,9.645324545820094,9.252994628384766,9.097143249358803,8.907846271865036,8.242048161700069,8.30566035684816,7.674475555018754,
Sintra,6.972703440474193,6.57787410052126,6.689577256513284,6.774903816229005,7.178670438995981,7.072932184833627,7.008447819573842,6.8519545298328906,6.607648959551174,6.49555946319064,6.0436285318290315,6.318675169004859,
VilaFrancaDeXira,6.456891636823843,6.6032872743195465,6.803964023677346,6.618003222179938,6.601459529822767,6.902539448284097,6.776654887110169,6.299479815655513,6.192936158708132,6.525213984535021,5.976594011711181,6.039518493363895,
Alcochete,6.385691404932212,6.3665581087215335,7.236058968997952,6.75021060407275,6.459552829532064,6.160431713595781,6.483837378473843,6.265649717215158,6.632956716378544,6.163725558319309,6.236466881049587,6.482752028727424,
Almada,7.990439124433701,7.518702574433748,7.7726744861389365,8.141596168441856,7.5492558915436305,7.39078615577327,7.293224363877895,7.388109149479249,7.187625550193444,7.415687100488867,6.494999626480975,6.912313086202604,
Barreiro,6.643254300521418,6.245333986806562,6.45888506847401,6.247273558301771,6.493976210856278,6.325777296468803,6.110330401713913,5.8476842791103545,6.032854412674141,5.713932258033649,5.363604181147628,5.113247914366781,
Moita,5.677594506611996,5.406186428582348,5.812916504375674,5.807555913583343,6.305068319858833,5.6161970922943585,5.491967227648917,5.1880841538395215,5.155837569432477,4.953301386265917,4.994386780817218,4.687562658791904,
Montijo,5.822283279777445,6.08082523120758,6.009997483502905,6.267099888115941,6.070069625159438,5.961268466539604,5.962387212651251,5.249857344927537,5.35688258371588,5.37052546264397,5.4934327732570285,5.264977432631873,
Palmela,5.609651526526015,6.00524294591936,6.592775047352063,5.495067101998762,6.50409936962831,0,0,6.519288701393971,7.981867130648974,5.40927295930854,6.859041440562958,5.469469865524512,
Seixal,6.384145492074557,6.120470590390918,7.002950967275459,6.65932805954034,6.41956127524152,6.349173138645964,6.778278012000762,6.417119100911124,6.477324375616454,6.807450482726882,6.419707327449448,6.6352103424737825,
Sesimbra,5.641784339640326,6.13026379456058,5.163636061810465,8.305913407630788,6.688182867508751,5.2937946674521275,5.473971325100742,6.382139646221675,8.804620790891924,6.535865818774374,0,6.749648419689027,
Setubal,6.263690389343786,5.922019830708411,6.580384229833157,6.077561101960234,6.266782770425502,6.2766351876640485,6.2011580672869595,5.592990820263376,5.973912416012735,5.7904133032287035,5.692173433848443,5.874563017100753,
