Year,Birth Rate,Mortality Rate,Divorces,
2021,7.3305741740486265,15.271273791830659,2.1045859294154208,
2022,7.185060423585106,15.873543601223414,2.4422160365492127,
2023,7.008207678658918,17.170744206191852,2.02416379577667,
2024,6.413883288787468,17.611971669364095,2.2822099075086126,
2025,6.422569342395868,19.10146061608608,2.170781281896474,
2026,5.887253598983731,18.98560698253607,2.337715301469007,
2027,6.055371766274278,20.025804847759957,2.2284536944470785,
2028,5.567312956565465,20.783324971937493,1.9660093959392464,
2029,5.108920838863306,20.833269769776564,2.0370220275972963,
2030,5.535481286013203,22.177753864667768,2.374066898094667,
