Year,Birth Rate,Mortality Rate,Divorces,
2021,9.105032906046258,15.962153044548769,2.31760335583163,
2022,8.77990573402411,15.433449260737296,2.0307619069210667,
2023,9.050937128641477,16.771276926234005,1.8162124221043676,
2024,8.877588598619605,17.949825807964544,1.8979448560634886,
2025,7.378456108871085,18.747499418466923,1.8844949935553201,
2026,6.7561635951397525,18.936949268656466,1.9665543116128683,
2027,7.97812487911499,21.001554182086934,2.206963041150219,
2028,7.0840205024190395,18.58386466969066,1.6605910930974108,
2029,7.414841329360616,20.06423541141411,2.2426277540951363,
2030,6.390141376729496,21.83795838400783,1.7057051951503746,
