-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1936.8418977136848,2088.1016031447025,2186.5080477366946,2208.141913996751,2225.9998346812035,2008.298580832291,2175.029938317926,2167.3435683406515,2058.7154552035445,2073.91871969316,2152.318794688337,2256.0987034306,
Cascais,2564.268481155189,2990.779686753667,3187.33667046052,3015.4497595598723,2555.8701932927174,2852.629904543023,3055.664252052746,3025.8133980814173,2938.925837104527,2798.17901500885,3277.5069799865705,2942.265260765479,
Lisboa,3353.929938892036,4099.050788437124,4352.252892003641,4130.100616678763,4034.5817074731112,4019.4543900749895,4015.8843601487297,3977.1659032635766,3675.1216256370126,3762.873370321726,3882.126011410176,3836.7637186905,
Loures,1903.5519567129193,1728.5310624121842,2014.5832051160971,1929.815323232584,2057.6183895252275,2017.163448613403,1830.2861536567873,1992.8424852568603,2201.185531114415,2194.467285034314,2123.3713119913746,2137.9297448947254,
Mafra,1541.806495771411,2120.753015201523,2037.0254755678466,2079.9647627557542,1848.7743240455447,2125.9334844137857,2160.0863351833345,2236.1646149605526,2055.1167250474127,2349.9784090292815,2445.8688204749637,2445.2039259524036,
Odivelas,1960.7065889534565,2234.980815826345,2247.583207839834,2268.8247153247326,2289.4323023130733,2039.2044313769818,2237.5141569666475,2186.2655101489063,2304.76529912339,2456.3130293987138,2457.9792915130524,2190.8754304208996,
Oeiras,2494.68694643283,2849.4382252798882,2734.8619109612046,2397.7482432919473,2567.763263948947,2796.1572817403717,2638.2896395095318,3014.106635797658,3010.5026768987736,2827.537783535927,2731.020776569105,2859.8444600000826,
Sintra,1590.9547282077892,1508.266472387547,1548.5183603935805,1677.3353748727448,1688.5796454585363,1635.8076965208675,1576.4174097611362,1752.729428297352,1816.2293630700115,1923.4640255228833,1976.8406934763334,2023.7320139877277,
VilaFrancaDeXira,1499.364293171633,1441.4957459177972,1357.8552744028852,1468.6457105959666,1757.2232629073128,1587.0600020071288,1480.287952612853,1732.822248253011,1823.9921485687294,1910.859518070779,1898.4419803796084,1966.8899210695834,
Alcochete,1413.1451692006956,2150.670654795198,1684.194143569805,2357.0511966610115,2167.112360999886,2903.41279346407,3071.565964614747,1776.547382568998,2074.9980146633216,3103.761017690178,3360.7619682438017,2760.60708,
Almada,2052.8182421457495,2068.804046268908,2431.1076405251483,2550.542008049426,2302.844841600037,2364.675585260454,2404.803764210282,2465.015980182246,2485.175476471571,2318.005633421457,2482.4082239711106,2675.1161980276875,
Barreiro,1290.7630920502713,1474.2549995061868,1363.1497829119126,1268.4193049322014,1416.9770142068076,1467.1425311663631,1721.050882638958,1445.215633782801,1622.635893956779,1421.634280486959,1747.7340235776949,1710.6894830094811,
Moita,1121.8428241528,986.10831055109,956.4477592278436,1111.5516899068414,1231.7900031052502,1418.5046130621263,1282.1657070920983,1190.7840935739782,1436.395263400076,1486.5482732906848,1541.4954187954415,1353.329337846391,
Montijo,1431.4645370798219,1733.15714632105,1680.9353460579687,1549.1025822090432,1365.4752459213857,1509.6929902040085,1922.9413381221898,1940.594339483286,1822.4999540263852,2226.870319635661,2275.4809166263585,1826.7744712859267,
Palmela,1305.3752724261697,1542.2801258272245,1457.3385193865556,1651.883355095656,1840.371566730947,1952.5083297984497,1733.92376062252,2027.3393240488608,2373.684965502228,2367.430974787731,2206.78842570257,2262.4606117252606,
Seixal,1418.2355810272634,1408.6321352644713,1490.4350805128615,1695.372541649367,1793.6770173154123,1540.1027511512684,1846.440560957633,1784.7742739354728,1942.5705633224816,1900.7046170987853,1658.5629582618644,2073.803503082171,
Sesimbra,1534.8053318116795,1479.2987198342014,1311.8231289076625,2001.0509897320817,1579.1235176411365,1606.2317607822388,2013.6317332999565,2549.9364433365236,2048.796072973407,2318.4973660601895,2324.1890858458655,2346.854480534842,
Setubal,1529.9938915029268,1597.4725201115111,1799.9989583317456,1700.1726031027708,1640.2873746519192,1838.0502283505627,2025.5193650577896,1772.5862042788074,1939.161527027459,1855.5271949592266,1720.1265988812547,1953.0542848391487,
