-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,2007.0041545593244,2124.4885110932128,2454.780466683706,2530.7843103259456,2518.4278867272437,2985.4271147642185,3153.3046423375927,2729.16752647368,2974.127999953447,3289.299962129382,3517.4474436614464,3451.6307194020974,
Cascais,2999.6882651701726,3726.1205579781563,4106.306901930153,4679.909273718754,5086.772745488059,4935.474368963985,4622.726945132719,6422.895613355002,5313.767670376076,5277.220703852907,4926.167727532289,7510.652458109587,
Lisboa,3607.218229671046,4551.848777285847,5135.733702081758,5720.808007797214,5892.820332981444,6698.380934201296,7100.801138346421,6206.89500805516,7241.184407079407,6434.440951411443,6437.945765853818,6715.010177736997,
Loures,2053.887009550812,2399.158220298991,2756.8046111695853,2831.2905376241283,3375.5088749341066,2913.2223358301417,3464.3459806844558,3978.168688248611,3423.2789548382416,4245.735719271512,3273.668121808661,4221.788380864005,
Mafra,1737.5631528031709,2186.1773094148703,2260.1414529371386,2495.025672715698,2525.995637132617,2865.2512908651306,2924.1230004629524,3018.499192390973,2866.9876928067747,2936.4154920033243,2984.4535226379103,2804.0490399372998,
Odivelas,2216.1102878934425,2471.9517531488714,2702.9497958299307,3010.8795086559016,3071.879912723319,3356.9516404906417,3726.910291786976,3514.0151792038005,3766.395601531739,4010.2057566861504,3854.1618464218286,4475.077664380658,
Oeiras,2747.982977959966,3046.5474974618346,3368.0380963100606,3503.1289573364757,3556.67056939564,3964.8785008274454,3615.176508805492,4152.912011369429,4179.673286955083,4128.83879181633,3931.228595243233,4739.91324176371,
Sintra,1565.047122441285,1795.1251790931283,2107.2047565876,2428.065711762763,2575.4391860961896,2772.2684625761144,3128.039900033179,3749.6441395675497,3760.267817117574,4568.293738887719,4897.052477237773,5452.719997716033,
VilaFrancaDeXira,1546.263366974751,1731.1860377374442,2111.5424703101908,2346.5996871959933,2309.953868612834,2602.3916594044294,2477.7579430770093,2795.6170459554305,2663.450807188965,3094.848913521326,2324.424727379638,3065.6711401325897,
Alcochete,2188.464155633298,2345.5155302699463,2543.3042316799933,2773.520806543901,2701.9190897818253,2966.9898983863727,1608.9833046480492,2708.40834,3070.7957910203045,3108.4233745797364,2705.5790955522334,2857.1442806570863,
Almada,2023.6945677674626,2182.366739377255,2431.894627480859,2608.8499079770036,2707.946807082931,3027.2506769657048,3136.745207671026,3064.9616369411774,3205.8820342255776,3453.108968140458,3485.5411275395854,3739.269727025226,
Barreiro,1191.1639651991502,1347.1107316920536,1391.3716077307135,1795.9975012328007,1521.0991607330157,2261.000998432563,1711.8885677437606,1665.4816721920788,2201.275159979163,1995.3031418470327,2093.568124503115,1998.1662932071163,
Moita,1134.2462930566787,1332.9070150813827,1468.0326125140525,1647.5092266895417,1856.9240671130917,2067.0857905102134,2011.972038836666,2434.6700587274204,1381.1604453122372,2598.1074833865023,2033.3964743932156,1679.758739654486,
Montijo,1611.3162414395222,1813.696204500412,2029.3952749104783,2091.1252273969,2075.782148523293,2374.974573668083,2484.579960385964,2534.5956957611716,2466.2192409938307,2474.652362459837,2616.866,2826.5205608322885,
Palmela,1303.9908763963213,1490.190761529665,1783.1347299884512,2116.169721877289,2133.8415110910146,2093.966170472946,2590.488692732886,2520.6719188847496,2845.8872451959123,2408.482847969847,2914.7638358603735,2963.6715193977134,
Seixal,1669.3719207336217,1985.6332438392978,2288.2435103105895,2496.318923388193,2792.5651796729744,2803.711372900097,3138.272854470191,3328.864115588821,3153.5852420667866,3433.4015026998222,3198.7113048190977,3611.162309970585,
Sesimbra,1789.575452048667,1985.6252989930615,2246.533596301865,2576.353864783378,2187.861395373531,2864.330245752604,2305.572919247131,2526.1105227829744,2518.4228769268493,3293.813618084862,3114.384811185192,2694.9957002155415,
Setubal,1522.1191814875929,1753.0654215323787,1835.2544371444415,2127.5941468263304,2279.525483880977,2395.6022330269,2298.7110230498847,2479.3770092316427,2390.060867615759,2692.9133368703165,2936.3104967369895,3141.5407071769514,
