-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,9.433486404031292,9.22454141624888,9.48342908125381,9.513096236505016,9.743853408992644,11.249070957859383,10.821334371380335,10.157657572826789,8.455277475341733,10.039642280729517,11.146738311386875,10.21169700731694,
Cascais,11.108544877034431,11.980445011163456,12.916515437665508,13.012854359758236,16.619315095110203,13.581878077459965,14.965642185114035,12.470783231668923,14.53290549365053,12.91817855733221,14.103276471324616,14.575206901041668,
Lisboa,12.206788830979287,12.275065592038299,14.806389377523525,14.264917487739165,14.48263794926298,16.134392165111578,16.98855502577319,15.778274027815772,18.398646084532537,14.60799765982261,15.405448529411766,15.390445481541573,
Loures,8.555749070462825,7.8235082552191315,7.911135209774663,10.34854266574984,8.200465696333193,12.61618484316479,8.181793093208572,9.0490154085412,9.037389494400552,9.921145593751698,12.394377005559598,6.566419264662312,
Mafra,7.074054392393869,7.020543112155293,6.035011174967817,6.560145121110628,6.23839802739265,7.069061351067473,6.270791666666667,12.736179622017366,6.75935760265393,8.758828414178033,13.70861547416203,7.620236504883056,
Odivelas,8.685149961502818,8.257254480272302,9.158930932269458,9.566791122575756,10.488217706304308,9.376287434463565,9.345070713978355,10.768143235896066,10.811774464019388,8.96042686772975,9.626001489279718,8.339127463069577,
Oeiras,10.233879575607265,10.958366445254573,10.480933579149507,10.644039431640968,13.621696738094373,10.89817790162991,11.686739682607195,14.86229766741694,15.714916032805116,13.679834478159849,14.141166081923606,13.800310465149211,
Sintra,7.843078748149884,7.558013301147972,7.462101514426921,9.401265046854506,7.760653955855106,10.481961288004664,9.929231025925674,9.782602904677564,8.981738475942654,11.796624532542053,10.46203137587558,10.208841315694928,
VilaFrancaDeXira,7.486390100116232,7.104025301206325,7.220389115073303,6.992228544592723,7.494918334506536,7.503959941388421,8.002127693817556,9.061432679554231,8.04845081522472,8.941357888917878,6.6202300880107465,9.135396630072488,
Alcochete,7.062367687942155,6.9614786655218674,7.671143488233609,0,9.497214179895838,9.637390817678225,0,6.293621022809491,7.874052758862723,9.498755708158624,10.168276028536415,8.375336467472737,
Almada,8.741809209157505,8.62606748405114,9.024386619994056,7.350283492604519,8.691416969699802,8.411242941888018,9.241221674505866,8.95448114344978,10.873741358410244,11.484602756667353,10.215626694328114,11.269455514142528,
Barreiro,7.3927540429773995,6.9301093736412005,7.914362213961316,7.4084145343796814,9.001895072297494,7.656379683736917,9.63729464285714,7.158400167171974,8.290749745408178,9.736285665898361,9.47026954321527,10.88498641337491,
Moita,6.206472367865151,6.125137207859323,6.332533766787955,0,7.673048486800659,7.922392890401621,7.716203104053648,8.456640510361883,8.544022515227581,8.80983053330629,7.790943745737035,6.92763180453891,
Montijo,6.206929087454052,6.623647792617071,9.066866027421774,9.850583552823714,0,7.520265775644239,9.317918157971826,6.212540472545206,0,7.807194814467094,7.1761810254575344,10.416585633133053,
Palmela,6.582105128979329,5.809816869868297,8.35861763299165,5.859082958424663,4.923334839433187,5.138114099695607,10.458610370775395,7.927437304561163,6.787658075405296,0,10.464452639761962,8.874447436411842,
Seixal,7.367207631759183,6.658057494615249,7.4175641431606625,8.840765493707309,8.801104803494185,8.500830288129121,8.098556587932379,8.113027473629622,8.829024167873815,9.166873524728654,10.266351314941362,9.746612476446161,
Sesimbra,6.416089177519605,6.982166722978584,5.575139602206296,5.345958568310234,0,4.825846665184008,5.437280685957685,0,5.707117056892708,6.863195696448427,7.406997503170292,9.184242172759557,
Setubal,6.9920423968895475,6.555092313968909,7.12327210217166,8.097082645633668,10.31141838849663,9.544376712108278,9.328980217273697,7.904821439747604,0,7.920774121349297,6.454091799631543,11.638080570175038,
