-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1710,1709,1859,1952,1959,2065,2082,2159,2255,1788,2407,2521,
Cascais,2530,2660,3210,3193,3266,3238,3415,3403,3550,3572,3489,3651,
Lisboa,3174,3789,3995,4077,4201,4343,4286,4717,4889,4989,5505,5667,
Loures,1752,1819,1860,2136,2058,2211,2148,2400,2379,2318,2678,2643,
Mafra,1517,1815,1782,1830,2263,1960,2003,2471,2490,1991,2512,2131,
Odivelas,1991,2147,2251,2208,2429,2333,2515,2370,2679,2513,2929,2748,
Oeiras,2472,2622,2607,2639,2721,2816,2878,2932,2504,3016,2990,3022,
Sintra,1405,1433,1569,1630,1663,1781,1819,2015,2041,2146,2286,2360,
VilaFrancaDeXira,1537,1589,1547,1642,1610,1637,1673,1777,1846,1695,1795,1841,
Alcochete,1733,1701,1472,2311,2285,1967,2399,2706,2982,2483,2552,2604,
Almada,1718,1882,1710,1802,1839,1754,1943,2114,2072,2153,2087,2291,
Barreiro,1176,1158,1110,1097,1325,1251,1447,1521,1676,1516,1720,1547,
Moita,953,969,949,903,1088,1370,1392,1076,1314,1315,1153,1295,
Montijo,1272,1393,1780,2038,1527,2307,1564,1696,2518,2239,1656,2405,
Palmela,1258,1262,1494,1344,1402,1381,1933,1505,1893,2199,2143,1595,
Seixal,1449,1587,1782,1894,1951,1955,1943,2114,2118,2454,2542,2632,
Sesimbra,1383,1442,1472,1414,1410,1623,2390,2457,2009,1822,2155,1775,
Setubal,1411,1554,1722,1696,1855,1720,1571,1802,1953,2044,1916,1914,
