step;count_supply;gov_wealth;construction_wealth;company_wealth;bank_wealth;calculate_houses_prices_perm2;supply_volume;demand_volume;calculate_prices_in_supply;irs;vat;subsidyRate;salaryRate;births;breakups;deaths;children_leaving_home;subsidiesPaid;ivaCollected;irsCollected;companyServicesPaid;inheritagesFlow;constructionLabor;rawSalariesPaid;liquidSalariesReceived;expensesReceived;houses_per_region;transactions_per_region
0;0;2.0e7;7.0e6;1.2e7;1.34e7;NaN;0;0;NaN;0.3;0.15;1.0;1.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Dict{Any, Any}(Alcochete => House[House(0x0049, Alcochete, NotSocialNeighbourhood, 1.0)], Cascais => House[House(0x0094, Cascais, NotSocialNeighbourhood, 1.0), House(0x003f, Cascais, NotSocialNeighbourhood, 1.0), House(0x0029, Cascais, NotSocialNeighbourhood, 1.0), House(0x0049, Cascais, NotSocialNeighbourhood, 1.0), House(0x0048, Cascais, NotSocialNeighbourhood, 1.0), House(0x006c, Cascais, NotSocialNeighbourhood, 1.0), House(0x008a, Cascais, NotSocialNeighbourhood, 1.0), House(0x0069, Cascais, NotSocialNeighbourhood, 1.0), House(0x0050, Cascais, NotSocialNeighbourhood, 1.0), House(0x008f, Cascais, NotSocialNeighbourhood, 1.0), House(0x0078, Cascais, NotSocialNeighbourhood, 1.0), House(0x0067, Cascais, NotSocialNeighbourhood, 1.0), House(0x0022, Cascais, NotSocialNeighbourhood, 1.0), House(0x002d, Cascais, NotSocialNeighbourhood, 1.0)], Barreiro => House[House(0x003b, Barreiro, NotSocialNeighbourhood, 1.0), House(0x0023, Barreiro, NotSocialNeighbourhood, 1.0), House(0x004e, Barreiro, NotSocialNeighbourhood, 1.0), House(0x004e, Barreiro, NotSocialNeighbourhood, 1.0), House(0x0063, Barreiro, NotSocialNeighbourhood, 1.0)], Lisboa => House[House(0x0046, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003b, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0061, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0058, Lisboa, NotSocialNeighbourhood, 1.0), House(0x006a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0070, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0056, Lisboa, NotSocialNeighbourhood, 1.0), House(0x009e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x009d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0063, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00a4, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0063, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00b2, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0095, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0029, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002b, Lisboa, NotSocialNeighbourhood, 1.0), House(0x005e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002c, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0048, Lisboa, NotSocialNeighbourhood, 1.0), House(0x005a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0097, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00a8, Lisboa, NotSocialNeighbourhood, 1.0), House(0x007e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002c, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0022, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0035, Lisboa, NotSocialNeighbourhood, 1.0), House(0x001e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0028, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002b, Lisboa, NotSocialNeighbourhood, 1.0)], Palmela => House[House(0x0068, Palmela, NotSocialNeighbourhood, 1.0), House(0x009a, Palmela, NotSocialNeighbourhood, 1.0), House(0x00a1, Palmela, NotSocialNeighbourhood, 1.0), House(0x0085, Palmela, NotSocialNeighbourhood, 1.0)], Loures => House[House(0x004f, Loures, NotSocialNeighbourhood, 1.0), House(0x005f, Loures, NotSocialNeighbourhood, 1.0), House(0x0075, Loures, NotSocialNeighbourhood, 1.0), House(0x003e, Loures, NotSocialNeighbourhood, 1.0), House(0x0067, Loures, NotSocialNeighbourhood, 1.0), House(0x0058, Loures, NotSocialNeighbourhood, 1.0), House(0x009f, Loures, NotSocialNeighbourhood, 1.0), House(0x007c, Loures, NotSocialNeighbourhood, 1.0), House(0x0069, Loures, NotSocialNeighbourhood, 1.0), House(0x0057, Loures, NotSocialNeighbourhood, 1.0), House(0x0094, Loures, NotSocialNeighbourhood, 1.0), House(0x0032, Loures, NotSocialNeighbourhood, 1.0), House(0x0036, Loures, NotSocialNeighbourhood, 1.0)], Moita => House[House(0x006d, Moita, NotSocialNeighbourhood, 1.0), House(0x0042, Moita, NotSocialNeighbourhood, 1.0), House(0x0048, Moita, NotSocialNeighbourhood, 1.0), House(0x0067, Moita, NotSocialNeighbourhood, 1.0)], Montijo => House[House(0x005e, Montijo, NotSocialNeighbourhood, 1.0), House(0x00a2, Montijo, NotSocialNeighbourhood, 1.0), House(0x0057, Montijo, NotSocialNeighbourhood, 1.0)], Seixal => House[House(0x00a5, Seixal, NotSocialNeighbourhood, 1.0), House(0x00a8, Seixal, NotSocialNeighbourhood, 1.0), House(0x005f, Seixal, NotSocialNeighbourhood, 1.0), House(0x0028, Seixal, NotSocialNeighbourhood, 1.0), House(0x0034, Seixal, NotSocialNeighbourhood, 1.0), House(0x0037, Seixal, NotSocialNeighbourhood, 1.0), House(0x003b, Seixal, NotSocialNeighbourhood, 1.0), House(0x0052, Seixal, NotSocialNeighbourhood, 1.0), House(0x005f, Seixal, NotSocialNeighbourhood, 1.0), House(0x00a7, Seixal, NotSocialNeighbourhood, 1.0), House(0x00b3, Seixal, NotSocialNeighbourhood, 1.0)], VilaFrancaDeXira => House[House(0x00a3, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0094, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x009d, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x002f, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0034, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x003c, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0034, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0039, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x003c, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0)], Mafra => House[House(0x0039, Mafra, NotSocialNeighbourhood, 1.0), House(0x002e, Mafra, NotSocialNeighbourhood, 1.0), House(0x003e, Mafra, NotSocialNeighbourhood, 1.0), House(0x0029, Mafra, NotSocialNeighbourhood, 1.0), House(0x0021, Mafra, NotSocialNeighbourhood, 1.0)], Almada => House[House(0x0032, Almada, NotSocialNeighbourhood, 1.0), House(0x0046, Almada, NotSocialNeighbourhood, 1.0), House(0x0047, Almada, NotSocialNeighbourhood, 1.0), House(0x0040, Almada, NotSocialNeighbourhood, 1.0), House(0x0072, Almada, NotSocialNeighbourhood, 1.0), House(0x0061, Almada, NotSocialNeighbourhood, 1.0), House(0x005b, Almada, NotSocialNeighbourhood, 1.0), House(0x00a6, Almada, NotSocialNeighbourhood, 1.0), House(0x0081, Almada, NotSocialNeighbourhood, 1.0), House(0x0056, Almada, NotSocialNeighbourhood, 1.0), House(0x0037, Almada, NotSocialNeighbourhood, 1.0), House(0x0032, Almada, NotSocialNeighbourhood, 1.0)], Odivelas => House[House(0x004e, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0056, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0067, Odivelas, NotSocialNeighbourhood, 1.0), House(0x007b, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0025, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0038, Odivelas, NotSocialNeighbourhood, 1.0), House(0x003c, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0069, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0088, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0040, Odivelas, NotSocialNeighbourhood, 1.0)], Amadora => House[House(0x002c, Amadora, NotSocialNeighbourhood, 1.0), House(0x0048, Amadora, NotSocialNeighbourhood, 1.0), House(0x0026, Amadora, NotSocialNeighbourhood, 1.0), House(0x0046, Amadora, NotSocialNeighbourhood, 1.0), House(0x0061, Amadora, NotSocialNeighbourhood, 1.0), House(0x003e, Amadora, NotSocialNeighbourhood, 1.0), House(0x005e, Amadora, NotSocialNeighbourhood, 1.0), House(0x0047, Amadora, NotSocialNeighbourhood, 1.0), House(0x0052, Amadora, NotSocialNeighbourhood, 1.0), House(0x0081, Amadora, NotSocialNeighbourhood, 1.0), House(0x00a9, Amadora, NotSocialNeighbourhood, 1.0), House(0x009a, Amadora, NotSocialNeighbourhood, 1.0)], Oeiras => House[House(0x006a, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0054, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0059, Oeiras, NotSocialNeighbourhood, 1.0), House(0x009e, Oeiras, NotSocialNeighbourhood, 1.0), House(0x007c, Oeiras, NotSocialNeighbourhood, 1.0), House(0x00a3, Oeiras, NotSocialNeighbourhood, 1.0), House(0x007f, Oeiras, NotSocialNeighbourhood, 1.0), House(0x005d, Oeiras, NotSocialNeighbourhood, 1.0), House(0x004d, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0037, Oeiras, NotSocialNeighbourhood, 1.0), House(0x004a, Oeiras, NotSocialNeighbourhood, 1.0), House(0x002f, Oeiras, NotSocialNeighbourhood, 1.0)], Sesimbra => House[House(0x0049, Sesimbra, NotSocialNeighbourhood, 1.0), House(0x006d, Sesimbra, NotSocialNeighbourhood, 1.0), House(0x00a9, Sesimbra, NotSocialNeighbourhood, 1.0)], Setubal => House[House(0x00af, Setubal, NotSocialNeighbourhood, 1.0), House(0x0080, Setubal, NotSocialNeighbourhood, 1.0), House(0x002d, Setubal, NotSocialNeighbourhood, 1.0), House(0x0039, Setubal, NotSocialNeighbourhood, 1.0), House(0x0021, Setubal, NotSocialNeighbourhood, 1.0), House(0x004c, Setubal, NotSocialNeighbourhood, 1.0), House(0x0044, Setubal, NotSocialNeighbourhood, 1.0), House(0x0043, Setubal, NotSocialNeighbourhood, 1.0)], Sintra => House[House(0x003c, Sintra, NotSocialNeighbourhood, 1.0), House(0x0049, Sintra, NotSocialNeighbourhood, 1.0), House(0x004b, Sintra, NotSocialNeighbourhood, 1.0), House(0x0050, Sintra, NotSocialNeighbourhood, 1.0), House(0x0063, Sintra, NotSocialNeighbourhood, 1.0), House(0x0036, Sintra, NotSocialNeighbourhood, 1.0), House(0x007e, Sintra, NotSocialNeighbourhood, 1.0), House(0x008e, Sintra, NotSocialNeighbourhood, 1.0), House(0x0074, Sintra, NotSocialNeighbourhood, 1.0), House(0x00a3, Sintra, NotSocialNeighbourhood, 1.0), House(0x0079, Sintra, NotSocialNeighbourhood, 1.0), House(0x00a7, Sintra, NotSocialNeighbourhood, 1.0), House(0x007d, Sintra, NotSocialNeighbourhood, 1.0), House(0x009d, Sintra, NotSocialNeighbourhood, 1.0), House(0x002d, Sintra, NotSocialNeighbourhood, 1.0), House(0x0050, Sintra, NotSocialNeighbourhood, 1.0), House(0x0031, Sintra, NotSocialNeighbourhood, 1.0), House(0x0029, Sintra, NotSocialNeighbourhood, 1.0), House(0x0033, Sintra, NotSocialNeighbourhood, 1.0), House(0x003f, Sintra, NotSocialNeighbourhood, 1.0), House(0x004d, Sintra, NotSocialNeighbourhood, 1.0), House(0x0077, Sintra, NotSocialNeighbourhood, 1.0), House(0x0052, Sintra, NotSocialNeighbourhood, 1.0), House(0x0042, Sintra, NotSocialNeighbourhood, 1.0), House(0x0076, Sintra, NotSocialNeighbourhood, 1.0)]);Dict{HouseLocation, Vector{Transaction}}(Alcochete => [], Cascais => [], Barreiro => [], Lisboa => [], Palmela => [], Loures => [], Moita => [], Montijo => [], Seixal => [], VilaFrancaDeXira => [], Mafra => [], Almada => [], Odivelas => [], Amadora => [], Oeiras => [], Sesimbra => [], Setubal => [], Sintra => [])
1;40;2.195615170773969e7;4.961e6;1.1992451110524898e7;1.3175051995092625e7;1499.6666666666667;43;90;152265.42375000002;0.3;0.15;1.0;1.0;4;0;0;0;13780.4;28999.607739688512;161932.5;260000.0;0.0;4.512e6;431880.0;269947.5;164331.1105249016;Dict{Any, Any}(Alcochete => House[House(0x0049, Alcochete, NotSocialNeighbourhood, 1.0)], Cascais => House[House(0x0094, Cascais, NotSocialNeighbourhood, 1.0), House(0x003f, Cascais, NotSocialNeighbourhood, 1.0), House(0x0029, Cascais, NotSocialNeighbourhood, 1.0), House(0x0049, Cascais, NotSocialNeighbourhood, 1.0), House(0x0048, Cascais, NotSocialNeighbourhood, 1.0), House(0x006c, Cascais, NotSocialNeighbourhood, 1.0), House(0x008a, Cascais, NotSocialNeighbourhood, 1.0), House(0x0069, Cascais, NotSocialNeighbourhood, 1.0), House(0x0050, Cascais, NotSocialNeighbourhood, 1.0), House(0x008f, Cascais, NotSocialNeighbourhood, 1.0), House(0x0078, Cascais, NotSocialNeighbourhood, 1.0), House(0x0067, Cascais, NotSocialNeighbourhood, 1.0), House(0x0022, Cascais, NotSocialNeighbourhood, 1.0), House(0x002d, Cascais, NotSocialNeighbourhood, 1.0)], Barreiro => House[House(0x003b, Barreiro, NotSocialNeighbourhood, 1.0), House(0x0023, Barreiro, NotSocialNeighbourhood, 1.0), House(0x004e, Barreiro, NotSocialNeighbourhood, 1.0), House(0x004e, Barreiro, NotSocialNeighbourhood, 1.0), House(0x0063, Barreiro, NotSocialNeighbourhood, 1.0)], Lisboa => House[House(0x0046, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003b, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0061, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0058, Lisboa, NotSocialNeighbourhood, 1.0), House(0x006a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0070, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0056, Lisboa, NotSocialNeighbourhood, 1.0), House(0x009e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x009d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0063, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00a4, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0063, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00b2, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0095, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0029, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002b, Lisboa, NotSocialNeighbourhood, 1.0), House(0x005e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002c, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0048, Lisboa, NotSocialNeighbourhood, 1.0), House(0x005a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0097, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x00a8, Lisboa, NotSocialNeighbourhood, 1.0), House(0x007e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0043, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002c, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0022, Lisboa, NotSocialNeighbourhood, 1.0), House(0x003a, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0035, Lisboa, NotSocialNeighbourhood, 1.0), House(0x001e, Lisboa, NotSocialNeighbourhood, 1.0), House(0x004d, Lisboa, NotSocialNeighbourhood, 1.0), House(0x0028, Lisboa, NotSocialNeighbourhood, 1.0), House(0x002b, Lisboa, NotSocialNeighbourhood, 1.0)], Palmela => House[House(0x0068, Palmela, NotSocialNeighbourhood, 1.0), House(0x009a, Palmela, NotSocialNeighbourhood, 1.0), House(0x00a1, Palmela, NotSocialNeighbourhood, 1.0), House(0x0085, Palmela, NotSocialNeighbourhood, 1.0)], Loures => House[House(0x004f, Loures, NotSocialNeighbourhood, 1.0), House(0x005f, Loures, NotSocialNeighbourhood, 1.0), House(0x0075, Loures, NotSocialNeighbourhood, 1.0), House(0x003e, Loures, NotSocialNeighbourhood, 1.0), House(0x0067, Loures, NotSocialNeighbourhood, 1.0), House(0x0058, Loures, NotSocialNeighbourhood, 1.0), House(0x009f, Loures, NotSocialNeighbourhood, 1.0), House(0x007c, Loures, NotSocialNeighbourhood, 1.0), House(0x0069, Loures, NotSocialNeighbourhood, 1.0), House(0x0057, Loures, NotSocialNeighbourhood, 1.0), House(0x0094, Loures, NotSocialNeighbourhood, 1.0), House(0x0032, Loures, NotSocialNeighbourhood, 1.0), House(0x0036, Loures, NotSocialNeighbourhood, 1.0)], Moita => House[House(0x006d, Moita, NotSocialNeighbourhood, 1.0), House(0x0042, Moita, NotSocialNeighbourhood, 1.0), House(0x0048, Moita, NotSocialNeighbourhood, 1.0), House(0x0067, Moita, NotSocialNeighbourhood, 1.0)], Montijo => House[House(0x005e, Montijo, NotSocialNeighbourhood, 1.0), House(0x00a2, Montijo, NotSocialNeighbourhood, 1.0), House(0x0057, Montijo, NotSocialNeighbourhood, 1.0)], Seixal => House[House(0x00a5, Seixal, NotSocialNeighbourhood, 1.0), House(0x00a8, Seixal, NotSocialNeighbourhood, 1.0), House(0x005f, Seixal, NotSocialNeighbourhood, 1.0), House(0x0028, Seixal, NotSocialNeighbourhood, 1.0), House(0x0034, Seixal, NotSocialNeighbourhood, 1.0), House(0x0037, Seixal, NotSocialNeighbourhood, 1.0), House(0x003b, Seixal, NotSocialNeighbourhood, 1.0), House(0x0052, Seixal, NotSocialNeighbourhood, 1.0), House(0x005f, Seixal, NotSocialNeighbourhood, 1.0), House(0x00a7, Seixal, NotSocialNeighbourhood, 1.0), House(0x00b3, Seixal, NotSocialNeighbourhood, 1.0)], VilaFrancaDeXira => House[House(0x00a3, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0094, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x009d, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x002f, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0034, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x003c, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0034, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x0039, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0), House(0x003c, VilaFrancaDeXira, NotSocialNeighbourhood, 1.0)], Mafra => House[House(0x0039, Mafra, NotSocialNeighbourhood, 1.0), House(0x002e, Mafra, NotSocialNeighbourhood, 1.0), House(0x003e, Mafra, NotSocialNeighbourhood, 1.0), House(0x0029, Mafra, NotSocialNeighbourhood, 1.0), House(0x0021, Mafra, NotSocialNeighbourhood, 1.0)], Almada => House[House(0x0032, Almada, NotSocialNeighbourhood, 1.0), House(0x0046, Almada, NotSocialNeighbourhood, 1.0), House(0x0047, Almada, NotSocialNeighbourhood, 1.0), House(0x0040, Almada, NotSocialNeighbourhood, 1.0), House(0x0072, Almada, NotSocialNeighbourhood, 1.0), House(0x0061, Almada, NotSocialNeighbourhood, 1.0), House(0x005b, Almada, NotSocialNeighbourhood, 1.0), House(0x00a6, Almada, NotSocialNeighbourhood, 1.0), House(0x0081, Almada, NotSocialNeighbourhood, 1.0), House(0x0056, Almada, NotSocialNeighbourhood, 1.0), House(0x0037, Almada, NotSocialNeighbourhood, 1.0), House(0x0032, Almada, NotSocialNeighbourhood, 1.0)], Odivelas => House[House(0x004e, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0056, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0067, Odivelas, NotSocialNeighbourhood, 1.0), House(0x007b, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0025, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0038, Odivelas, NotSocialNeighbourhood, 1.0), House(0x003c, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0069, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0088, Odivelas, NotSocialNeighbourhood, 1.0), House(0x0040, Odivelas, NotSocialNeighbourhood, 1.0)], Amadora => House[House(0x002c, Amadora, NotSocialNeighbourhood, 1.0), House(0x0048, Amadora, NotSocialNeighbourhood, 1.0), House(0x0026, Amadora, NotSocialNeighbourhood, 1.0), House(0x0046, Amadora, NotSocialNeighbourhood, 1.0), House(0x0061, Amadora, NotSocialNeighbourhood, 1.0), House(0x003e, Amadora, NotSocialNeighbourhood, 1.0), House(0x005e, Amadora, NotSocialNeighbourhood, 1.0), House(0x0047, Amadora, NotSocialNeighbourhood, 1.0), House(0x0052, Amadora, NotSocialNeighbourhood, 1.0), House(0x0081, Amadora, NotSocialNeighbourhood, 1.0), House(0x00a9, Amadora, NotSocialNeighbourhood, 1.0), House(0x009a, Amadora, NotSocialNeighbourhood, 1.0)], Oeiras => House[House(0x006a, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0054, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0059, Oeiras, NotSocialNeighbourhood, 1.0), House(0x009e, Oeiras, NotSocialNeighbourhood, 1.0), House(0x007c, Oeiras, NotSocialNeighbourhood, 1.0), House(0x00a3, Oeiras, NotSocialNeighbourhood, 1.0), House(0x007f, Oeiras, NotSocialNeighbourhood, 1.0), House(0x005d, Oeiras, NotSocialNeighbourhood, 1.0), House(0x004d, Oeiras, NotSocialNeighbourhood, 1.0), House(0x0037, Oeiras, NotSocialNeighbourhood, 1.0), House(0x004a, Oeiras, NotSocialNeighbourhood, 1.0), House(0x002f, Oeiras, NotSocialNeighbourhood, 1.0)], Sesimbra => House[House(0x0049, Sesimbra, NotSocialNeighbourhood, 1.0), House(0x006d, Sesimbra, NotSocialNeighbourhood, 1.0), House(0x00a9, Sesimbra, NotSocialNeighbourhood, 1.0)], Setubal => House[House(0x00af, Setubal, NotSocialNeighbourhood, 1.0), House(0x0080, Setubal, NotSocialNeighbourhood, 1.0), House(0x002d, Setubal, NotSocialNeighbourhood, 1.0), House(0x0039, Setubal, NotSocialNeighbourhood, 1.0), House(0x0021, Setubal, NotSocialNeighbourhood, 1.0), House(0x004c, Setubal, NotSocialNeighbourhood, 1.0), House(0x0044, Setubal, NotSocialNeighbourhood, 1.0), House(0x0043, Setubal, NotSocialNeighbourhood, 1.0)], Sintra => House[House(0x003c, Sintra, NotSocialNeighbourhood, 1.0), House(0x0049, Sintra, NotSocialNeighbourhood, 1.0), House(0x004b, Sintra, NotSocialNeighbourhood, 1.0), House(0x0050, Sintra, NotSocialNeighbourhood, 1.0), House(0x0063, Sintra, NotSocialNeighbourhood, 1.0), House(0x0036, Sintra, NotSocialNeighbourhood, 1.0), House(0x007e, Sintra, NotSocialNeighbourhood, 1.0), House(0x008e, Sintra, NotSocialNeighbourhood, 1.0), House(0x0074, Sintra, NotSocialNeighbourhood, 1.0), House(0x00a3, Sintra, NotSocialNeighbourhood, 1.0), House(0x0079, Sintra, NotSocialNeighbourhood, 1.0), House(0x00a7, Sintra, NotSocialNeighbourhood, 1.0), House(0x007d, Sintra, NotSocialNeighbourhood, 1.0), House(0x009d, Sintra, NotSocialNeighbourhood, 1.0), House(0x002d, Sintra, NotSocialNeighbourhood, 1.0), House(0x0050, Sintra, NotSocialNeighbourhood, 1.0), House(0x0031, Sintra, NotSocialNeighbourhood, 1.0), House(0x0029, Sintra, NotSocialNeighbourhood, 1.0), House(0x0033, Sintra, NotSocialNeighbourhood, 1.0), House(0x003f, Sintra, NotSocialNeighbourhood, 1.0), House(0x004d, Sintra, NotSocialNeighbourhood, 1.0), House(0x0077, Sintra, NotSocialNeighbourhood, 1.0), House(0x0052, Sintra, NotSocialNeighbourhood, 1.0), House(0x0042, Sintra, NotSocialNeighbourhood, 1.0), House(0x0076, Sintra, NotSocialNeighbourhood, 1.0)]);Dict{HouseLocation, Vector{Transaction}}(Alcochete => [], Cascais => [], Barreiro => [], Lisboa => [], Palmela => [], Loures => [], Moita => [], Montijo => [], Seixal => [], VilaFrancaDeXira => [Transaction(0x0034, 71500.0, VilaFrancaDeXira)], Mafra => [Transaction(0x0039, 90801.0, Mafra)], Almada => [], Odivelas => [], Amadora => [], Oeiras => [], Sesimbra => [], Setubal => [], Sintra => [Transaction(0x004b, 114825.0, Sintra)])
