Year,Birth Rate,Mortality Rate,Divorces,
2021,9.105032906046258,15.962153044548769,2.31760335583163,
2022,9.305453342615657,16.86923777849016,1.8020209506281788,
2023,9.18202394909159,18.207662492500607,1.5914001008551357,
2024,9.388250141387799,17.611113117396414,1.8325562322703965,
2025,7.754650757684065,19.08181689572813,2.137911506525553,
2026,7.97797280958417,19.277808444661467,1.678039245193509,
2027,7.321397307370349,19.638363782690956,1.9800695256353118,
2028,7.745569125618972,20.769528733517543,2.155124757910442,
2029,7.049211745496295,20.00347180223481,1.9250966163381853,
2030,6.614641560869018,21.295657153741555,1.5452023390010958,
