-,2021,
Amadora,2588,
Cascais,1930,
Lisboa,5915,
Loures,2490,
Mafra,813,
Odivelas,1656,
Oeiras,2010,
Sintra,5257,
VilaFrancaDeXira,1754,
Alcochete,179,
Almada,2707,
Barreiro,1171,
Moita,911,
Montijo,759,
Palmela,751,
Seixal,1882,
Sesimbra,438,
Setubal,1692,
