-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.246445789483102,10.193364268073351,10.819830571241443,10.040189314138575,11.118490889399643,11.834552328396589,
Cascais,11.424195115719659,11.979534928752546,12.820460353843576,12.969482131412525,14.384875819288387,13.13732186426117,
Lisboa,13.941328884217487,16.710473308913794,18.258850790166356,18.42259227834183,17.557925330528846,18.178038555035407,
Loures,8.578098699462748,8.992547191931912,10.865247954201708,9.801736579540686,10.353453150710141,11.589124527537333,
Mafra,7.650533111213229,7.595016940886294,9.525454118900582,8.763113428738317,11.01294568522636,6.4446067958735425,
Odivelas,8.827215531402024,9.783817030604212,10.936963184706,11.608985938250534,11.400643105538055,11.827080947565985,
Oeiras,10.813554498185653,11.458657848818206,12.096001135422997,13.160044859213853,13.428322660733494,12.77420598276909,
Sintra,7.982454128716885,8.978408195370582,10.627070317014603,10.500725480769232,10.42161275714348,10.07142227017394,
VilaFrancaDeXira,7.824654059027764,8.251391587733403,8.608516108345817,10.00296063922455,8.548944104030499,9.985270768760916,
Alcochete,7.187532332082206,8.07803221847285,6.8106334681539575,10.51380453460632,0,11.136600569081759,
Almada,9.598574953511667,9.731725770162377,10.721625656611803,12.62327125,11.034976648679324,11.360943086496153,
Barreiro,7.564123927982635,8.0049412808112,7.477593253968253,7.99503745864024,9.224882792286547,0,
Moita,6.019156774524779,6.014652942836467,6.583827687930964,7.256675712449274,7.413038128225507,8.919446389135082,
Montijo,7.302474399502659,6.7560328708878705,8.707682206977964,9.657432164890828,8.067646763392858,8.675233623229722,
Palmela,6.802611880696174,6.284247845565929,7.7664286375422575,8.224125232066429,9.108790583950057,7.819928323736414,
Seixal,7.60105028859647,7.777596720637195,8.883338036538095,9.364395349866147,10.299794798651714,9.971995539950964,
Sesimbra,6.586233478230072,6.5721591830496875,7.873303534442022,8.40649359194898,10.575028278973488,8.333604460657758,
Setubal,7.562231643464839,8.130501106504113,8.745481427866286,9.221711049890349,9.513374501028272,9.58273372130653,
