-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1915.8116873935214,2095.024959977969,2123.4618114689765,2145.252472769041,2079.3558323942902,2133.6383138076226,2118.9433957731644,2108.443312347754,2156.0768146947266,2157.2204369804394,2306.66572417832,2208.9997561568543,
Cascais,2622.6875391915632,2898.7451476605506,2700.526212726161,2818.333837086372,2752.0019999999995,2816.5361310410244,3006.8263465507225,3183.24110254129,3128.2727560175404,3129.9072691323963,3358.6827749444365,3024.4095405623375,
Lisboa,3355.1720916666973,4114.122051408681,4400.918926065658,4322.5243655232225,4212.096838542976,3712.145076197246,4010.5779061111257,3801.9822396916043,3698.0359771880294,3864.545274259245,3731.135401793937,3982.775168916464,
Loures,1970.6217877969927,2094.404117094515,2054.451816175647,2106.2655333579078,1951.7414183323763,2131.488406676956,2062.477006108904,2203.9716302817014,2067.5844059948613,2307.2623995864437,2032.434864803475,2156.5002515346664,
Mafra,1673.2353167870185,1664.345104976855,1856.9043730711878,1923.7680873445265,2043.149085175638,2070.695546913277,2147.27263195221,2028.9318760014478,2158.1807045316723,2395.3624913475314,2565.799859003382,2638.9624411069376,
Odivelas,1969.8941184162434,2123.3909395237038,2345.037421861456,2245.6930153035632,2125.1921585228097,2406.678700587825,2190.045159706248,2367.74638461266,2312.779811605522,2108.256855096507,2306.509689011453,2470.07555778854,
Oeiras,2518.05356336573,2613.0092135946397,2673.4754944438882,2312.5298953274228,2799.0238803153607,2501.323629188675,2592.9272558997477,2677.510167467878,2663.8243780236817,2679.470788119733,2765.080853143092,2745.6821523722274,
Sintra,1598.3653164656832,1535.0993684444654,1510.0418595719116,1606.249548626037,1746.3550731972766,1650.9458937228812,1842.5159156528312,1745.0761004531712,1901.6179800776695,1985.9522418308966,2038.4077102185781,2004.7585369637297,
VilaFrancaDeXira,1499.364293171633,1418.2030590318343,1355.643499552683,1482.2974974246386,1676.9247848690663,1627.7387710114863,1742.6664821089903,1867.55979965469,1655.392576731914,1967.3919272331807,1765.718517241733,2008.2102244283496,
Alcochete,1469.4865892065313,1678.860940772248,2262.2503776010262,2518.9447530805637,2327.732679726015,2332.353259607496,2127.6245191240564,1608.7621863410113,3045.353026258272,1460.1026726712514,2617.0340348252066,2860.920871498255,
Almada,1986.6984571296114,2300.8568630500527,2458.212345842823,2165.9981124766477,2152.521153934096,1873.9830706398843,2185.040345626472,2278.2003557078556,2274.118936753006,2364.9300332726675,2437.5414732455697,2661.781759478801,
Barreiro,1283.0883495743033,1397.7070552600433,1394.925614822402,1450.9597761807179,1506.9980889440972,1481.1711511893088,1581.5346115216767,1797.531106196678,1664.4585302624364,1713.4830059453625,1711.820156072796,1838.5729712368632,
Moita,1124.9052197676833,1018.1538543273598,1059.7801378388167,1378.186079498601,1431.4906388708596,1360.6773380452355,1518.8283424230906,1375.3743061065732,1476.1477351789567,1617.9733952438305,1598.9151211545939,1615.183578867967,
Montijo,1444.582044193899,1762.6246406349317,1300.3671915949935,1447.2817846185621,1552.545732697428,1648.580016195941,2075.0628707068972,2000.839418856405,2078.697640841954,2213.740971341321,2337.430908458874,2315.274989531545,
Palmela,1186.581188140924,1396.8850524797422,1451.30010470169,1816.2518218352411,1787.5453301766647,2023.6263204518282,2201.6906865435158,2199.9178483988717,2140.6691001814997,2199.8527063775427,2306.305212489671,2443.510490450623,
Seixal,1429.1443043508173,1493.2838857443733,1613.3738801347833,1777.3979270842756,1884.373033798777,1937.1280173835926,1763.0509834132386,2086.2297624231505,1929.1475026267653,2111.522940270701,2151.040720789917,2344.6776963696407,
Sesimbra,1436.8037657344157,1419.388775291089,1480.2171331987936,1883.4472121260092,1994.7320944730568,1752.5927455591327,1774.5990577682633,2146.8773189773465,2429.299957180874,1908.8347488994925,2169.5977921721014,2115.3641986466228,
Setubal,1499.647084632291,1433.7940052267695,1595.977340766092,1342.6073767119522,1587.1481185509222,1450.026314065876,2060.3190222779804,1859.1863710092925,2030.1763637092395,1961.2571783334972,2224.0440520300203,2038.934820331853,
