Year,Birth Rate,Mortality Rate,Divorces,
2021,8.817143759230028,15.97679788522692,1.624735251270859,
2022,9.919822650417219,16.19827298670281,1.7421894745270796,
2023,9.247520459700725,17.457677043967394,1.79012881811077,
2024,8.376010043730963,16.590794782725983,2.126967446150577,
2025,7.824597471882474,17.877680914351107,1.819640300450625,
2026,7.419441629792425,18.611372232268963,1.4901240034102585,
2027,7.529551478576194,19.814459113355277,1.5436101906977708,
2028,6.921146266894444,20.605164407501817,1.8163781105558776,
2029,6.634521721528639,20.681661746757566,1.9001697601440597,
2030,6.633077658668592,22.252474679632826,1.6425276592383478,
