Year,Birth Rate,Mortality Rate,Divorces,
2021,13.904462039328916,15.5243628053301,1.9489353083541496,
2022,13.157088184025193,15.751501147911641,1.5722486158665843,
2023,13.34811146555624,17.140269473189683,1.9084337473350481,
2024,12.412322191320971,17.34975503246537,1.7364982776093183,
2025,12.630507060017194,18.441798371897832,1.8608246124318353,
2026,11.38250776473802,18.590807188748563,1.6444049721111051,
2027,11.03206954078658,19.176988235020957,1.970599845694726,
2028,10.940592249480858,20.125320890327373,1.7191642795214601,
2029,10.683390106793606,20.645900042393478,1.8341076373712584,
2030,10.450635966659958,20.98476231572688,1.6408020070470886,
