-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Supply in Lisboa for houses Smaller than 75m2,39.0,104.0,150.0,254.0,316.0,352.0,386.0,440.0,470.0,454.0,483.0,506.0,534.0,540.0,541.0,546.0,545.0,553.0,562.0,537.0,502.0,492.0,465.0,444.0,419.0,458.0,419.0,426.0,430.0,463.0,502.0,510.0,492.0,489.0,485.0,454.0,
Demand in Lisboa for houses Smaller than 75m2,88.0,137.0,165.0,193.0,182.0,200.0,236.0,242.0,259.0,311.0,297.0,296.0,315.0,347.0,311.0,292.0,344.0,392.0,397.0,436.0,428.0,448.0,414.0,418.0,361.0,394.0,391.0,379.0,451.0,416.0,431.0,444.0,450.0,481.0,451.0,479.0,
