-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Supply in Lisboa for houses Bigger than 125m2,72.0,150.0,224.0,304.0,359.0,416.0,396.0,350.0,375.0,327.0,243.0,244.0,248.0,243.0,214.0,214.0,176.0,124.0,95.0,79.0,92.0,120.0,154.0,169.0,197.0,274.0,311.0,360.0,407.0,436.0,487.0,513.0,604.0,658.0,721.0,784.0,
Demand in Lisboa for houses Bigger than 125m2,1199.0,1374.0,1467.0,1584.0,1882.0,1847.0,1921.0,2036.0,2030.0,1841.0,1822.0,1723.0,1431.0,1291.0,1144.0,1071.0,876.0,775.0,678.0,622.0,549.0,494.0,439.0,383.0,198.0,195.0,194.0,151.0,177.0,162.0,149.0,152.0,133.0,125.0,126.0,129.0,
