-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Supply in Lisboa,259.0,391.0,395.0,486.0,474.0,479.0,465.0,475.0,433.0,438.0,424.0,478.0,435.0,429.0,321.0,368.0,307.0,308.0,343.0,232.0,334.0,354.0,384.0,413.0,352.0,412.0,367.0,385.0,331.0,511.0,527.0,475.0,568.0,485.0,559.0,523.0,
Demand in Lisboa,39636.0,40227.0,40588.0,40736.0,40966.0,41163.0,41455.0,41648.0,41609.0,41697.0,41882.0,41414.0,41700.0,42236.0,42173.0,42054.0,41941.0,41963.0,42240.0,42550.0,42921.0,43300.0,43320.0,42664.0,42042.0,42101.0,41878.0,42122.0,42492.0,42723.0,42530.0,42422.0,42897.0,42965.0,43271.0,43189.0,
