-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,
Supply in Lisboa for houses Smaller than 125m2,74.0,175.0,235.0,276.0,298.0,284.0,229.0,215.0,235.0,225.0,203.0,209.0,208.0,192.0,182.0,180.0,172.0,169.0,155.0,149.0,157.0,175.0,207.0,210.0,264.0,374.0,449.0,517.0,552.0,665.0,770.0,959.0,1149.0,1249.0,1446.0,1561.0,
Demand in Lisboa for houses Smaller than 125m2,1998.0,2090.0,2273.0,2395.0,2423.0,2457.0,2486.0,2458.0,2390.0,2236.0,2080.0,1857.0,1582.0,1439.0,1275.0,1254.0,1209.0,1110.0,1169.0,1168.0,1083.0,1049.0,989.0,944.0,647.0,562.0,569.0,583.0,568.0,520.0,493.0,511.0,458.0,421.0,435.0,404.0,
