-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,11.148961348891767,12.144134674181494,12.63572449706167,12.981456763224513,12.587182334984847,13.557399665775925,13.32859699273922,13.514048626641607,13.44906744253611,14.129779788257697,14.323026922637434,14.066474740841427,13.858378891462594,14.21563166361537,14.598627197710757,14.149636595816588,
