-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,
Lisboa,10.684230559585568,11.468824852028433,12.144134674181494,12.05765992201988,12.641233366777222,12.618287175303688,13.330667703645126,12.208051429312382,12.535363243773944,13.535485464769012,13.54143913039211,13.557399665775925,13.103194953999436,13.863214617790156,13.145034448248259,13.819762056556646,13.115439081725555,13.698824522233966,14.167358830201884,13.712253218578322,14.71789497591455,13.889148107791714,14.173007672807692,13.87270928453783,13.83591557524645,13.858378891462594,14.354483101712074,13.924795873684582,13.959641077891732,15.214452773158085,13.62340617478902,14.493091410585043,
