Year,Birth Rate,Mortality Rate,Divorces,
2021,9.246819110679743,15.08110135807197,1.7894761244526414,
2022,8.695282138433221,15.921588582715959,1.9695296913769005,
2023,8.192014624263429,16.842776427856283,1.7878589640945242,
2024,8.981665933217057,17.094294404061415,1.7715902114856583,
2025,7.726695429445315,19.130363209140114,1.8208267036646886,
2026,7.601569710053535,18.27645025324183,1.8698621752917068,
2027,7.3333890023797315,19.923380917877214,1.6361067704196532,
2028,7.596235026986284,20.221301109656793,1.9371780920199209,
2029,7.88613110150765,21.269049679892806,1.707669004940722,
2030,6.926871927964491,22.63708073045075,1.5459216214824638,
