-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,1743.6788203440803,1755.115201193407,1790.1960793805606,1880.4222458147422,1852.1934131430953,2208.263296344756,2019.3578557551039,1990.9976957585657,2107.760494883605,2182.5727002924236,2056.556455581563,2765.6871578656574,
Cascais,2769.128941953435,2910.71929158529,2916.9175178975947,2789.2763550212717,2841.179320724419,3108.2890836619504,2863.3296579952494,3185.8103023860826,3162.9095823156604,3307.3169627703314,3405.749462318568,3867.2030810047686,
Lisboa,3328.89963688869,3577.3847676050354,3381.1642146458857,3472.6892775541346,3705.916708119475,3174.8424640351086,3976.1647309348077,3713.988488752747,4073.965042258944,4142.281265610062,4438.122877815707,4334.06885562042,
Loures,1880.1002417629088,1820.5395784235802,1870.421956424786,1808.196153418752,1940.6784722875586,1946.0562257758008,2057.9810401041195,2544.94815753972,1978.7930150988386,2205.7298948543107,2547.4776005439608,2172.5583399618563,
Mafra,1469.1128599243707,1663.8508754500403,1696.3630882425427,1896.6399281222953,2047.9376555540168,2206.2443790479197,2270.5044704009806,2253.637389514123,2689.230321655596,2397.4355203809537,2174.3789868154936,2484.500335640195,
Odivelas,2039.019284287362,1979.0737374656821,1933.0652014435154,2000.5029060337968,2045.0344288679923,2421.983314854243,1937.3410995296724,2691.2354666217066,2438.6701497211634,2204.868694461606,2523.008518567276,2735.7337651219227,
Oeiras,2493.8709699608476,2352.5578459375474,2467.0653602599546,2354.2985288091486,2391.1332465150185,2232.2854490844265,2571.3722598127656,2535.3560755674184,2719.0956258006054,2605.219143005264,3206.6260659207637,2345.511868586584,
Sintra,1404.3720393785616,1417.0464214853428,1467.0545687558883,1486.5417092817652,1645.985868387132,1731.548625437214,2121.4912931941344,1867.2090495039374,2256.8620138904453,1930.4823503900514,2371.8442734862538,2513.3457940348344,
VilaFrancaDeXira,1373.4162641091702,1423.4162110659252,1407.8242160801408,1502.6528317163466,1416.0299279280562,1911.7105525228317,1587.5328630522088,1491.392510754638,2079.128237411012,1994.0567923215613,1651.7061954176268,1631.6819176744555,
Alcochete,2045.967918992121,2035.9213981482405,2004.8268248280199,2259.636231961136,1989.2113365190344,2225.5560151889485,2447.889221561017,2735.766,3969.306355769979,2617.6252902723254,2123.1970559349934,2454.008081937354,
Almada,1805.1212943415735,1693.0993055145125,1774.6186166502687,1778.6420078304013,1938.8076420991165,1821.305715369557,2209.5353059331987,2405.4082958361514,2046.7062661622115,2170.477109642329,2258.4433437506646,2208.3984368282117,
Barreiro,1043.739249203596,1077.320022701202,1174.7441983402805,1227.216540069794,1413.6009274234202,1460.1088476145117,1473.791057750487,1513.0168173401994,1552.8074421506615,1252.4421723576133,1600.5432079320865,1662.8140495113446,
Moita,976.5595567736018,1018.9193921754024,975.7311297127685,1028.9835551619642,1043.3740536285497,1225.823894278296,1432.7686396052293,1347.176372155385,1557.403564342886,1357.737418311247,1165.2273437970468,1347.4951800434367,
Montijo,1344.5433975573621,1444.2809719930835,1538.544854117727,1725.2511060835213,1643.9922112023496,1936.22320742376,1824.4784769866528,1974.9031712902106,2081.550624443972,2128.75474725836,2247.5198542776566,1847.568006646658,
Palmela,1193.537898258377,1129.3579454331984,1259.7461760061992,1498.6329967096226,1514.1250451300502,1589.0753702693723,1708.2690228817546,1793.1227525694394,1721.5838843926092,1918.9267689981032,2206.3580756426636,1745.3381236320058,
Seixal,1422.4686873470944,1514.807076586624,1536.8502139043655,1731.4431528834361,1818.185466773448,1969.3786086884638,2152.1374177700836,2185.554618748069,2281.7902026556903,2513.6846506005018,2584.28573253674,2605.30205670514,
Sesimbra,1584.496124387959,1497.0399712067615,1656.496380272126,1705.7325567228186,1650.931355768569,1966.7378829676368,2066.0885499941724,2056.8369745028726,2164.0028552948747,2171.448467072028,2434.952011521121,2398.798794638297,
Setubal,1347.1016302573344,1377.985610528812,1418.7293256226158,1455.509384504352,1661.9064394833179,1751.8936658851667,1819.1025559641566,2049.5027578595336,2030.0371753607164,2072.363520511743,2259.400240592595,2304.4151959633723,
