Year,Birth Rate,Mortality Rate,Divorces,
2021,28.70198352373303,10.484605535783485,1.9805997121045185,
2022,27.133129426812364,16.012141677037008,1.7582888256243925,
2023,32.24238134883629,16.229288577187347,1.3471433837107472,
2024,25.331471250146308,21.327047320294056,2.091995371269425,
2025,19.936346258698425,19.571405516339752,2.0676847294416048,
2026,19.925105886227534,18.438956299184763,1.3038220163280962,
2027,23.396987430899586,16.39199082483455,2.9455487129614055,
2028,19.50841037407513,22.067317742247166,1.6424756173577069,
2029,21.690064791547034,21.32240441593832,1.6281504394882609,
2030,18.81340954125539,22.93027943268607,1.4328960189582602,
2031,15.655696219667346,23.487118514442088,1.4226694941273221,
2032,15.57366942117938,21.943097200856336,1.2395982552875102,
2033,14.123349444065212,25.599268996418196,1.412120338760091,
2034,18.559677334877698,19.43308366363841,2.2784665499927756,
2035,16.911574574105163,24.418481782428607,1.7441994667814267,
2036,17.4599795445173,22.125388559788824,2.0746118368000244,
2037,13.918887214613898,20.45405356279304,1.3752812938290095,
2038,16.420149275279613,24.112120567470527,2.052109313477875,
2039,13.617176402611326,26.553153282611337,2.0420044942443285,
2040,11.350914945594708,24.564883970473375,2.540597375985599,
2041,12.485502751504928,23.61686565928298,2.024321284258899,
2042,11.260347528706424,24.702374232158178,2.0162165764054425,
2043,8.726213371891761,25.337432801938075,1.0069086474509354,
2044,9.72125460575284,23.6347486890423,2.179212018933332,
2045,8.70702506621567,21.602194081310444,1.1719689964983748,
2046,8.65960748213024,21.985439256086508,2.3319744191144935,
2047,7.785714035231278,21.862658935413823,1.1595164069967638,
2048,8.117360044562432,26.50609842754095,1.490862286946915,
2049,8.614845745136828,24.188988698440827,1.1601755638266988,
2050,7.774120183562896,22.991398112024186,1.9848657102668792,
2051,5.457420427858603,24.1496473028112,1.8194150912182125,
2052,8.269197576753166,26.62752693487268,1.1567521752583372,
2053,7.447949667899443,26.31831742328985,1.3244486796301402,
2054,7.624130657039421,28.18009767132945,1.823745862331065,
2055,7.623055823293452,29.166676951941415,1.1599006618331078,
2056,5.8108540028775915,29.386846621809337,1.1614433791797971,
2057,6.834669660491249,28.002876498690313,2.0005016032299836,
2058,7.350767607833255,27.066565383776,2.505681030188981,
2059,5.361623395307478,27.47807647405662,1.5076224486864758,
2060,6.029113686682227,25.626432282786492,2.009657782271831,
2061,6.218951957839116,32.28677313985318,0.8407066163878631,
2062,7.443304606460897,28.430134912121144,1.8614253882985643,
2063,4.2500705275682895,29.41665708530517,1.868644151533133,
2064,4.7764132765630976,27.808084747086852,1.705496119015423,
2065,4.96291561061509,28.750556382908563,1.5394877901693065,
