-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,2029S1,2029S2,2030S1,2030S2,2031S1,2031S2,2032S1,2032S2,2033S1,2033S2,2034S1,2034S2,2035S1,2035S2,2036S1,2036S2,2037S1,2037S2,2038S1,2038S2,2039S1,2039S2,2040S1,2040S2,2041S1,2041S2,2042S1,2042S2,2043S1,2043S2,2044S1,2044S2,2045S1,2045S2,2046S1,2046S2,2047S1,2047S2,2048S1,2048S2,2049S1,2049S2,2050S1,2050S2,2051S1,2051S2,2052S1,2052S2,2053S1,2053S2,2054S1,2054S2,2055S1,2055S2,2056S1,2056S2,2057S1,2057S2,2058S1,2058S2,2059S1,2059S2,2060S1,2060S2,2061S1,2061S2,2062S1,2062S2,2063S1,2063S2,2064S1,2064S2,2065S1,2065S2,2066S1,2066S2,2067S1,2067S2,2068S1,2068S2,2069S1,2069S2,2070S1,2070S2,2071S1,2071S2,2072S1,2072S2,2073S1,2073S2,2074S1,2074S2,2075S1,2075S2,2076S1,2076S2,2077S1,2077S2,2078S1,2078S2,2079S1,2079S2,2080S1,2080S2,2081S1,2081S2,2082S1,2082S2,2083S1,2083S2,2084S1,2084S2,2085S1,2085S2,2086S1,2086S2,2087S1,2087S2,2088S1,2088S2,2089S1,2089S2,2090S1,2090S2,2091S1,2091S2,2092S1,2092S2,2093S1,2093S2,2094S1,2094S2,2095S1,2095S2,2096S1,2096S2,2097S1,2097S2,2098S1,2098S2,2099S1,2099S2,2100S1,2100S2,2101S1,2101S2,2102S1,2102S2,2103S1,2103S2,2104S1,2104S2,2105S1,2105S2,2106S1,2106S2,2107S1,2107S2,2108S1,2108S2,2109S1,2109S2,2110S1,2110S2,2111S1,2111S2,2112S1,2112S2,2113S1,2113S2,2114S1,2114S2,2115S1,2115S2,2116S1,2116S2,2117S1,2117S2,2118S1,2118S2,2119S1,2119S2,2120S1,2120S2,
Oeiras,9.342077296395606,11.529422656051821,10.932848699730352,12.316604525839738,12.483010399877065,12.011999199910921,12.415605638706674,12.576799688472391,13.279115424531295,12.10345315375668,12.53408968099519,13.452318351063829,13.37929588254468,13.160165092134504,14.782372586858386,14.14636990776014,15.213929528051843,14.407066612756394,14.92517827895108,15.243578262750546,15.727720701349076,16.05280581479455,16.278314184444735,17.07020247996229,17.21274078188738,16.42980541290322,17.19850034511995,17.359791201998462,18.21606490050664,17.333916629816258,18.18706310123705,19.193054999381424,18.680822285714285,20.06350971532933,18.020839092736146,18.415261369019305,18.234265506762114,18.832406569710816,21.169760935185277,17.808897605169545,19.035288694499265,18.839810597319683,19.74790586260438,18.59071319913034,18.406169737343397,18.417182600074128,16.768510774647886,17.39998771510728,17.436702853782865,16.831094527826103,16.33011470588235,16.504816833333333,16.767153461681893,16.30427640278256,16.963783752915628,15.628223009724882,14.881830973222124,14.577941287637,13.319551063333023,15.000557437180186,15.584909548316798,13.759842093150684,12.373297561379456,13.99506304142857,12.196164673205745,12.278939512303598,12.522230275735293,12.24810367776412,11.365916539267259,11.781162372112384,11.752073604285737,12.110568214285713,11.453562215767917,10.858152292627757,10.206538155948707,10.775790779088204,10.43517056967804,10.246369952570863,9.726450033743577,9.733907368577583,9.727857915306839,9.988073282125452,9.728509534873696,9.58958368886369,8.97789190466928,9.484732776193399,9.307763897841042,8.867946231959245,9.050567826086956,9.286890089116456,9.591992561585807,9.393395879039279,9.03760132327883,9.467992262299218,9.063797658252426,9.355750736504994,8.695585066530194,8.615742504651976,8.615415836773456,8.587185025000311,8.387468725978405,7.8875967821782185,8.271893751410044,8.147193321493251,8.024793868140783,8.385731420764957,7.894823199207816,7.847153285382094,8.087766348389984,7.390666495796297,7.739891412988993,7.4221825,7.474538895920811,7.1404589189189185,6.923216903658064,6.956409864356855,6.881603024193548,6.993219630280476,6.400816906428567,6.390241533810962,6.275500995674686,6.03887489031125,5.529466639306062,5.408712936338663,5.356329406175093,5.616701205100256,5.580294604703982,5.210144339621388,4.798685141054163,4.9676427622130666,4.971015714215435,5.297972293077431,4.795032298555828,4.882282737836712,4.726182307308426,4.5139031291314735,4.58874107746926,4.205147060083602,4.5103686465388675,3.6895543443978935,3.648567263799835,3.9784646542257986,4.233736659557432,4.108744854091363,4.456038596746815,3.904487751410608,3.8310134055422433,3.7383632345537965,3.8740999835733065,3.7830274961437604,3.4040880393584434,2.785810891974656,3.774079379654049,3.297279773485142,2.9383729442633273,3.179810261488697,2.8432623935247805,2.274975821570329,3.2037667211189254,3.089457133049266,3.129655491130569,3.050098130933642,2.835267693058146,2.359980453253908,1.8375160989647035,1.8603159858046985,2.228067428677844,2.611850532128412,2.4892563536758145,1.4048352732719458,1.4044200876818242,2.1114435354377035,2.083563469958151,1.768706133436385,1.6436318524011664,1.6941423449925945,1.4421216231356144,1.1234652593190442,1.462756021614661,1.818440724795957,1.5739915794489143,1.356508311207078,1.1972250383317735,0.9864991323354692,0.7772240887576064,0.7499593718754775,0.5838566395476182,0.5793414990903344,0.6507423216429313,0.38014655352213034,0.34703638410458587,0.46424296679052257,0.7377100505199917,0.26790812312870965,0.39593650098505995,0.3549731410802266,0.28095325648110314,0.23296385262935482,0.1837221341896404,0.20050487052543853,
