-,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,
Oeiras,453,307,263,613,482,482,599,628,409,540,774,467,1081,657,891,628,570,686,657,613,584,818,935,789,891,818,657,920,935,1037,686,1081,1139,1329,1183,1110,1139,1139,1329,1212,1139,1168,1051,1037,935,1066,891,891,1154,1168,1285,1139,1241,1635,1314,1460,1387,1621,1008,1256,1241,745,613,701,964,964,394,628,423,482,643,511,409,394,336,350,409,380,350,453,526,423,540,394,321,394,336,277,394,263,380,190,234,292,190,307,204,263,219,190,
