-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1,2026S2,2027S1,2027S2,2028S1,2028S2,
Lisboa,9.970352124552196,10.822463574328868,10.693141389043031,10.899751932087304,11.395764997709426,11.170283774351866,11.707314010316288,11.724849354668098,11.680044351817571,11.854165809692985,11.965910122081677,11.973060361301883,11.837636999518766,11.882499963825499,12.010909624213951,11.986238803671998,
