Year,Birth Rate,Mortality Rate,Divorces,
2021,27.028016668683456,14.987141780404205,2.4033890100898696,
2022,25.742905729761894,16.03020751859664,2.4233859353875205,
2023,24.84627086781556,16.349630125550142,2.588254576823441,
