Year,Birth Rate,Mortality Rate,Divorces,
2021,26.511600856224682,15.18781495689249,2.2426716652349343,
2022,26.831386907804742,16.569329649779213,2.538334423955484,
2023,26.357683012126543,16.81287186464628,2.2340536292509494,
