-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,1931.0546345787284,2215.155636760978,2120.9600204420535,2182.661566325786,2267.615644710784,2290.88393548987,2202.948515830796,2249.732181032703,2104.587616136308,2068.83872130702,1899.4469725764206,2198.0380873953663,1973.2657213124394,2457.786,2257.276288628056,2441.47101349816,
Cascais,2613.699759385755,2904.7654180776703,3077.520133455947,2919.1238436921885,2788.5211488967307,3460.1507294350504,3199.1184263358673,2982.870906470121,3047.6967890081005,2807.2984069542817,2734.32162611806,2969.440117728669,3245.3658260805705,3093.391550640912,2969.532096155052,3346.1182180774326,
Lisboa,3579.1906342517586,3970.837648389306,4169.69813892284,4258.554399871606,4225.97699281801,4118.5957307579865,4218.21214127031,4193.020471379381,3991.5085281981455,4110.316408323715,4293.031524913919,3753.943240565748,4077.3872489035257,4517.581214912724,4719.802250538485,4326.565309073843,
Loures,1758.1579930175974,1831.458700808815,1853.3042055873384,1813.9660458768367,1982.4874360641847,1867.2459284662075,2030.496404926458,2272.055431893729,2125.9302105956167,2073.5061756475543,2152.1754263864686,2017.218385243409,2035.4892880312827,2126.1529856531415,2334.7419729010558,2409.7228272410703,
Mafra,1638.2072980842613,1725.5266097142066,1903.2576433960003,2100.1068948057564,1686.2335727110483,1963.6970852596285,1797.1784664868019,2150.3973918665993,2033.386537864378,1534.0478221890328,2231.902538222871,2301.1790052970928,2599.4382499660073,2601.1352253888663,2705.296751572539,2648.0160946719407,
Odivelas,2021.1730560401904,2434.3608899716955,2202.4076281474045,2071.325417312403,2085.8624601201723,2412.4600340542484,2105.280431071187,2228.1336486951145,2146.5645764980345,2249.032584413201,2109.9759275026327,2111.1323453078003,2192.976182355144,2209.9303294818924,2446.9550341533,2309.353805448889,
Oeiras,2678.5768676702137,2475.6972060832104,2448.4742340364046,2264.47452462933,2445.547029452741,2514.853704727975,2682.8808476401705,2906.3355206771744,2716.6374733639423,2418.3259199717795,2675.153946514331,2512.891636065722,2740.396110879605,2980.3178896505706,2898.602638541291,3258.7806073614615,
Sintra,1463.2563456429393,1591.3268271656198,1653.72579859705,1578.173489929361,1722.3957935814428,1678.0893667001415,1650.751056441819,1736.147555789655,1823.0940975123995,2000.8973831044607,1947.9537211047107,2015.2096548911823,1994.1142508926962,2010.269310940501,2193.3512025197747,2471.4970733768405,
VilaFrancaDeXira,1490.3936723839436,1726.627008917186,1560.663893167938,1520.1417221699344,1665.792571914978,1728.6944042382534,1659.9452061476886,1731.9260432996998,1669.3493285790996,1903.1990584341086,2048.057671386727,1840.1244382898676,2081.2661420028053,2060.972976240977,2213.8473957950955,2499.0114946209987,
Alcochete,1876.5179717611613,2197.481215942696,1822.990778322261,2311.263362619964,2678.1650831120924,2486.7887954070657,2188.443844387917,3523.6220000000008,3216.3087349779425,0,2868.8520000000003,3166.704723480737,3168.5391910898966,2468.293670032613,2785.044390487488,2759.2739341653096,
Almada,2056.1725333369163,2063.0807215278687,2180.7234720312063,2168.1468623619035,2287.8546504662736,2038.078691479075,2159.7494897214233,2127.5261161462986,2087.58844607597,2175.691251438192,2108.4875022205224,2655.390433845212,2685.3365081166394,2716.3351453054524,2630.1854980198814,2815.836887245668,
Barreiro,1212.9825962589446,1406.2813375805367,1337.5848359831257,1441.9169220452848,1474.4219475801112,1610.618952837671,1419.8755347361796,1576.3998038206676,1487.2423866498386,1734.7284290469297,1744.853718680327,1741.9542781519265,1888.474167181208,1982.0336666276676,2218.1754967986612,2381.9952877484657,
Moita,971.38908756712,993.8695603360762,1244.5183651001917,940.7962453010571,1170.1953647114929,1261.9844229532066,1317.239619523085,1345.8785758908198,1323.5221518172295,1366.3137987482444,1460.7164130323106,1497.6904493290458,1566.4852196768388,1706.9521876425897,1787.931696725038,2047.680109548773,
Montijo,1513.8528171525381,1722.882987405896,1942.7352698534705,1593.874479311732,2054.7279803177107,1799.419608254572,2165.7485945469707,2204.217258950521,2250.8386095021747,2015.2612966341567,2187.0029235996335,2103.5743087789742,2620.0771170856933,2748.1865399999997,2935.064957989983,2967.2460695690047,
Palmela,1358.2295084252507,1447.048687422357,1553.6890370056985,1486.641639308178,1779.1779375731514,1790.7932361294902,2008.035091040999,2107.3979533510683,1885.0645560365829,2471.5314397822985,1655.961421928465,1787.7441337003854,2458.29276,2077.298444991815,2385.6796570070137,2645.186376924272,
Seixal,1522.798157598879,1522.8000873016344,1613.250900184774,1737.4415651526788,1803.7843435502482,1705.3833845289582,1813.2964422776297,1794.4630149739112,2101.855193050878,2102.062474077234,2109.9647998185214,2117.92533016483,2225.8603988166446,2309.5311756870487,2385.4902286454635,2495.784415177982,
Sesimbra,1421.7341967932232,1501.525219561684,1566.3971347983795,1476.0082539299844,1806.9120971426096,1786.1168182625897,2123.543702204717,2452.5509369537626,2001.429561288522,2488.995549442394,2243.2391128914464,2443.3278587196537,1945.9067994119368,2406.6392958893225,3222.600000000001,2683.9822813360397,
Setubal,1270.7320561601791,1418.4564657139986,1755.537702039442,1537.669849258504,1666.4594298730478,1791.6922927034573,1733.3700060858055,1782.9237022071306,1687.4831699101987,1982.627841534068,2208.519613074268,1980.5471100829498,2325.2144163895487,2264.7755650719755,2438.5149494310454,2454.3499951662257,
