Year,Birth Rate,Mortality Rate,Divorces,
2021,9.942281670778579,14.63484157650053,1.7090576953550773,
2022,9.526355417603408,16.21496702817763,1.8500394686307753,
2023,8.97398040267443,17.715815371794037,1.9901432194112905,
2024,7.815344787999024,18.685422629334944,1.586576281082047,
2025,7.873965520337238,18.434337129282778,1.8818547380279593,
2026,7.39575604586973,19.219055716061536,1.715306911829845,
2027,7.835553495355456,18.51351965161401,1.8549684500556347,
2028,6.2755709467250655,19.246184809505102,2.029553260621119,
2029,7.176802519667205,20.07199436717761,1.4571355842782832,
2030,6.726534772478488,19.84819060251068,1.524267233245357,
