-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Barreiro,1045,1162,1164,1301,1310,1467,1416,1479,1573,1535,1575,1583,
