Year,Birth Rate,Mortality Rate,Divorces,
2021,26.902181982967207,15.880821040092698,2.786116367706536,
2022,29.196471062829946,15.578794775462432,2.3529497605064087,
2023,25.318490375921186,15.324195200341505,1.842197205847446,
2024,25.03589551973088,16.895205604829524,1.7262973856623638,
2025,24.427558343926215,16.830500095205476,2.1871617622597572,
2026,27.794661613880596,20.158249968695845,1.9785150964178597,
2027,22.595117583937686,18.287870077396583,1.3054231379910877,
2028,21.490963992284257,21.947025888202678,2.4990576118335337,
2029,20.77871720023578,21.786879989654317,1.8385405514200457,
2030,20.4998718199563,19.953629881478605,1.2763678635851698,
2031,21.73303296626272,23.18312356585368,1.720936124803029,
2032,18.186172515830613,23.501928077372604,2.6103312642229426,
2033,16.212826130609336,23.02419262457376,1.0745479858602665,
2034,15.94813300604743,21.20595205343844,1.9601056317467336,
2035,15.442125801504517,22.634194521211544,1.4192528079932365,
2036,13.081217485023931,25.8056898926134,1.3256435618527862,
2037,12.3343089839647,23.609290445060253,1.321245419531766,
2038,13.320934618899509,22.701066541032674,2.015332915815124,
2039,12.562305661326718,23.381620330420432,2.0056833008868953,
2040,11.5591772789572,26.50355628326578,1.2166367630412633,
2041,11.714141915370435,25.421882985598167,1.560681141039916,
2042,10.380849320438898,24.05182320021181,1.6437710811486226,
2043,8.462731988045679,25.64698906372838,2.3307009513481614,
2044,9.647626531815419,25.238536612288183,1.0336219142146887,
2045,9.020657124856234,21.391489468103426,2.147044591795928,
2046,9.760604330375315,23.034472024000824,2.0551715131728665,
2047,9.549541264822798,22.25108427102901,1.70534497872352,
2048,7.997451966419945,24.417019234067297,1.7863581952105756,
2049,8.350659962151074,24.885853832855013,1.4489865064423613,
2050,7.587805043846609,26.430850736063825,1.5347451242469472,
2051,6.049957796742035,27.014650161484475,2.1304085648298767,
2052,7.25516163900204,26.20593306805087,1.5364775597437759,
2053,5.4781056215264226,28.58585116416095,1.7975062287405321,
2054,7.208885168703521,28.752502023226697,2.0597065894001347,
2055,6.714580371006737,24.879717275055864,1.9799315034805478,
2056,6.025385973829857,25.825707207849376,2.4101720475026798,
2057,6.805452502028682,27.73994037912869,1.205849883973296,
2058,4.740542039788506,27.15246566364185,1.6380584784699126,
2059,5.87867476360347,29.578351733392008,2.33402129293229,
2060,5.383758591908329,27.787500185963843,1.3886712769342484,
2061,5.749233325153984,29.531207861670964,2.0906470908576074,
2062,4.539605864486741,27.235253045024248,1.4840843277781424,
2063,5.349129408937985,30.333345444777155,0.9638159235844476,
2064,3.7884985851608888,31.984460604926234,2.1150305575814996,
2065,4.167588958821819,30.4166405205373,1.241884475649679,
2066,4.194857340717852,32.40781578514401,1.7856409062002179,
2067,4.587064171944294,33.02516530820501,1.5295550358699035,
2068,4.808678137762405,31.924658974471686,1.6338833770524803,
2069,5.566091868937295,32.65026984000782,1.5496878680750847,
2070,4.5877242712736335,29.545084131358315,1.651773310640682,
2071,3.4154838087073025,35.71676086355176,1.384185573084355,
2072,4.759899313825759,39.56696653505847,1.4004500110951779,
2073,5.276897330430673,35.81755209706056,1.790260458118508,
2074,5.800061033320981,36.79884549729239,1.0456629432715505,
2075,4.321736217251216,36.89499938207954,1.4408301100999674,
2076,4.946080668859955,37.54835454633723,0.971897493327192,
2077,4.2197440352757605,37.5753151812524,1.276106950575079,
2078,3.7699829097874367,40.15968594763084,0.9918869638815498,
2079,3.5089618843644352,37.64037877582974,1.70508177177578,
2080,5.583431092506891,39.24819238061849,1.7221594300812677,
2081,4.104318753701692,39.59406495293088,1.8453698049973914,
2082,6.538447285851986,41.4072747124672,1.7649959520206697,
2083,4.086094005616981,38.46836358626858,1.4664422752122652,
2084,3.9318050835344374,48.37571680253487,1.3805499277971154,
2085,5.508780606471109,45.34600935339869,2.6999346786737775,
2086,4.27737442671114,46.849192268709366,1.2044212444851263,
2087,3.9162428836686254,49.08145599759359,1.3436773452952024,
2088,4.538702386537256,47.4554993502327,1.360774377522601,
2089,5.306038598220707,47.56058962010306,1.7356144207457436,
2090,6.208442886129595,50.618325217521445,1.17398921407872,
2091,4.663675315508401,46.885513392860425,2.0312351378397886,
2092,5.5961536852118945,53.0165181266796,1.5820130674066895,
2093,4.333942652999225,49.45167711189262,1.4862088352735783,
2094,6.433544286394638,48.26864167039597,1.1370129938189044,
2095,4.766844374325068,54.24523933665019,1.8051470977913437,
2096,5.645712482089366,51.70193376756659,1.8387221610295565,
2097,4.40811132688529,48.08670244724503,1.7365624077071389,
2098,5.303273617413255,56.755060101883245,1.3605506913010952,
2099,6.263598428769317,53.15659450114234,1.3853674571272834,
2100,5.67554024282226,50.51566813216967,1.2795520120476283,
2101,4.903480180869462,52.39765350133534,1.5890843773663446,
2102,5.295752639670962,52.515305755240966,2.7964536098891823,
2103,7.365554962358033,57.0687634064152,1.3528219348065706,
2104,7.804478315953189,51.40284613396389,1.6780967021237658,
2105,6.082602276546563,53.855582333865065,2.338870285636617,
2106,4.315054967787972,56.21853048390384,1.591669723863224,
2107,6.049312243175817,57.84553386296438,1.4701013879434528,
2108,7.6389343718334235,48.15792002932057,1.8275701563457618,
2109,6.792083298935401,57.6466071237813,0.6799090486382916,
2110,5.6939894101343596,51.26040017157242,2.4141242709657327,
2111,5.2748546751746614,52.19713698850406,1.0562308795348787,
2112,6.451503082130124,60.02558901375595,0.8997484916423051,
2113,6.576513749305819,51.44333669679574,1.8220001338156826,
2114,6.887234554868273,52.607252527826915,0.9236365360304701,
2115,7.385040274158402,48.842647119902544,2.8370551676345004,
2116,7.512450881687288,46.17578666588698,1.7314533419311189,
2117,6.447709497663773,47.65996699226481,2.1463320777126236,
2118,7.920631746625486,49.886279794898385,0.3964021720214939,
2119,6.213917310606005,48.28167987443819,3.1999559608633623,
2120,6.881363120931845,42.32044241214881,1.821953748879761,
2121,7.56233829861815,45.19156491178019,1.2265068005752067,
2122,6.417997431812445,44.527840887779334,1.8663128964551414,
2123,7.567020428719005,45.61019120419716,1.4703243497744576,
2124,8.500554879152832,38.690139454093696,1.2738230953740635,
2125,8.156166143682478,37.978749196727286,1.7181329757459647,
2126,8.862506177087557,34.15138880366484,1.728753186958819,
2127,8.726150539999605,45.15725772153153,2.1808563968844026,
2128,9.668035409806123,32.30180517390195,0.8786408771859255,
2129,7.511881763369199,34.70847297445691,1.7674221907247814,
2130,8.21875528725275,34.650420554226386,1.1097838020275301,
2131,10.73231952562562,38.24695733077056,2.0134828290337694,
2132,8.105813239761703,39.62334708909574,2.2526621215020466,
2133,7.91569491902727,38.02204754263155,0.45300952233198427,
2134,6.828844082362429,37.33137083585368,1.1377606292686173,
2135,9.552089868985293,36.84007242989146,1.1364176743640602,
2136,11.414021235944839,32.19055084318045,0.912877664380878,
2137,10.774854927473466,37.8120540637334,1.6016231261435405,
2138,9.899463487461572,35.224534457872224,2.7641822450248554,
2139,6.248410421990886,36.7885361395356,1.8520709970253413,
2140,11.137336502528504,34.80929409692443,1.8560416001181586,
2141,9.326878464001126,33.831834776299296,2.332257514396851,
2142,10.576508547544718,38.54266912621191,1.1734352268375412,
2143,8.739961092797955,37.324142294949844,1.654846705530007,
2144,8.742524672432841,32.84958672786737,1.4173233529405669,
2145,10.165661405374802,29.55751423363406,0.9462425841057058,
2146,9.454930831683399,33.0897474099915,2.364403267787828,
2147,12.753017527618699,34.01556175051782,1.6533402737084641,
2148,11.5861211989814,31.917358183257388,1.1810856516597377,
2149,9.926177984572544,32.85171361850761,0.7087176437246389,
2150,9.935073563354072,31.694628278934147,0.9459075976431656,
2151,9.728630502188643,32.98039524112891,0.9487104369247985,
2152,9.485930469017658,31.77172389099371,3.55658397129365,
2153,9.70264388614333,29.58791546773635,0.7107321337787988,
2154,9.714814231999757,35.78053263641979,1.4207375577378882,
2155,9.014412792758375,29.66350375331697,1.8991113445625818,
2156,9.973556469467495,28.73369084092645,1.4246741784759946,
2157,8.789055436551251,31.116863493284757,1.1880437337111787,
2158,8.323485748727785,36.62308896589825,0.9511919725119486,
2159,10.004943282540708,34.06511541797156,0.9514748397540628,
2160,8.31588070939029,27.089208289414668,1.9012582483030467,
2161,8.543404281729096,28.952529216220242,2.372592027572967,
2162,10.425875651278293,29.86554036257231,0.7110696922403242,
2163,9.718797665495817,31.2957694832174,1.1843859340440837,
2164,9.284023476070816,31.43189012611901,0.7142293622612241,
2165,10.488272627139889,32.17063222536685,1.194173064541397,
2166,8.864403639311607,32.10064281119321,0.9580264757840641,
