-,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,
Oeiras,482,248,212,190,365,270,365,299,387,292,409,482,438,321,467,445,526,548,599,694,708,628,847,672,584,635,621,533,854,810,942,847,818,825,672,840,891,913,905,883,745,789,796,1139,1037,913,913,1022,1051,920,1161,1132,1161,1197,1154,1176,1278,1373,1176,1088,1081,1051,745,745,796,577,584,562,540,453,518,423,438,343,394,460,453,496,774,701,730,767,599,701,496,343,350,299,321,285,270,219,299,161,212,219,190,168,197,175,204,197,175,175,146,161,168,175,124,161,153,146,131,131,139,131,153,153,153,110,124,183,131,161,131,161,146,110,139,153,110,197,153,153,139,124,146,124,131,139,102,131,139,102,124,102,110,153,124,153,146,124,110,146,146,124,124,131,95,110,139,117,102,102,88,102,102,88,124,124,95,66,117,110,131,110,139,110,117,102,110,110,117,139,131,80,110,102,117,131,102,102,80,110,117,139,131,117,95,110,
