-,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,
Amadora,9.439252743751982,9.731403854495195,9.769819123370528,10.969849179503171,11.236843476134984,10.111378682728734,
Cascais,11.193417695340495,12.380528914450611,13.454660184604563,12.805456752116388,13.554332994923854,13.844399325980389,
Lisboa,12.397999670585849,15.548518679213899,16.36703199351548,16.950329638073462,16.9918682433687,16.369808089056782,
Loures,8.702468279226375,9.104567916586882,10.308811008124001,8.567712311493263,8.90141091658408,8.521167288928154,
Mafra,7.223599767094006,9.151538278830923,9.51927718096822,11.887783072782025,6.511167512939338,10.151904352048202,
Odivelas,8.715262948712216,9.737344316446842,10.696023846073295,11.416470121826514,11.11614332368212,11.947150077201078,
Oeiras,11.46471409699386,13.726039535693488,12.297738225678401,11.380893178764621,12.145611028176837,11.607517781871616,
Sintra,7.821653099871714,8.808839924269488,7.9044842360321645,9.109085013586956,10.15455664336245,8.294816581589856,
VilaFrancaDeXira,7.0723840667790645,7.554901972605884,7.2221072239311335,6.260965985901256,9.149316181124394,8.502459756688967,
Alcochete,7.381883200701083,9.376571427056637,8.727873534257451,6.09137784949535,0,0,
Almada,9.024853299179387,9.834247589127433,9.741173958179953,10.44349009290759,10.33675369517302,9.146902054551475,
Barreiro,7.616591316247513,7.788233327234615,9.786562147395253,8.791646266609664,7.2223569819819815,8.69201209503412,
Moita,6.260664276707613,5.889211424680568,7.839197111002603,7.665742341544635,6.129441521683557,9.252267881009532,
Montijo,6.752117053511864,7.815998218264061,8.667755833465845,6.954807305749889,0,6.98609234541204,
Palmela,6.355891489592484,9.61870204545885,6.127522897132282,8.409456637460522,7.882391469361052,10.395264251971518,
Seixal,7.2646870466511135,7.012590080229962,7.477822674204017,9.245608854730019,8.575946649804047,10.779864089627122,
Sesimbra,6.377218337570098,0,6.3619986620436215,8.89134036351559,0,6.038053829611357,
Setubal,7.413521426515639,7.400588266742176,6.965772109803871,8.679104762425178,8.490925006697012,10.032800618889459,
