-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,9.707793292996563,8.139264682935822,7.662161316527246,7.091023841631036,7.5937754270047915,5.196624084673832,6.562718121472419,9.466189319175056,8.305592756428458,5.108969337399715,6.762298445217107,12.299881459436747,
Cascais,10.56817201870452,9.730594128352053,7.30738600832397,13.714731600931126,10.052283520611326,10.00274452132116,14.028234825534923,11.59393056928496,14.122965106994718,7.334447576175091,10.935572839180281,12.343419127716317,
Lisboa,11.938336815599962,14.13165256226344,11.436741783252877,11.522860599324591,13.075751297962762,11.930438495554075,12.825368490000772,8.83481686849466,16.398211516095973,14.952686215245603,14.242174350018388,16.636089911588467,
Loures,7.754051729446902,7.867742959881305,6.7320897537889826,5.536131341948115,6.487314756106604,4.8541532290054015,7.079415846753728,5.4542102825010215,4.047304813024535,6.234360390825999,7.276521394811332,5.206997751654875,
Mafra,7.327042031631066,7.84782850381391,4.801008077234845,4.2354054872440665,3.6991645084937494,8.412014797926687,6.424241942210424,4.563272319448629,10.222845952443807,3.981371657983367,7.063293068339446,10.834722541625469,
Odivelas,8.17912285967198,8.343598427234612,8.555671856562107,5.622872255439266,6.956507870170916,5.2337601198813815,7.144974733132701,7.269813732585636,8.633304228125004,6.689588380931749,4.603914233415003,6.9304381344083605,
Oeiras,10.624591273972406,9.192530048516707,8.931701033623904,8.237997603898545,7.5481823133288675,7.903306238637018,11.05621480311275,6.779009468586275,0,8.917079126471599,11.33810042233427,7.64777621974188,
Sintra,7.713474619073585,7.520977153341759,5.738341591150185,5.1623719183985575,4.745488788476763,4.458247363833021,5.299858147218419,3.973223489854652,7.645099059686367,5.79626804006482,7.883674920914579,8.559282248412481,
VilaFrancaDeXira,7.2351590093772105,7.560300395912658,5.02256350130001,4.576112107736767,4.480533957314369,4.3323834055337125,4.135968467820977,4.451023095922249,5.982618469515359,4.008819463471801,5.176650144230593,6.005579272667198,
Alcochete,6.48871801982661,5.4900757484037115,5.062895552814313,5.68691345923498,4.468950315739724,5.037062698222593,5.7447315339841225,4.957465632782879,0,0,5.597020980964439,0,
Almada,9.131694822879043,8.44726471595063,7.533907555950902,7.787789448411124,5.626342458336744,6.125698315777727,8.55401445089274,5.681308819537006,6.074178177729911,5.299072903426699,6.077757808663642,5.8296262486042165,
Barreiro,6.42374996966876,6.004012794634326,6.689325005449339,5.118488024337413,4.969323838560316,3.864495524795071,6.992605607223893,8.141141838508666,7.850522864553821,7.7352751971203855,6.928448356584069,7.420238399477962,
Moita,6.305502564793798,5.410911446188003,5.164187129669013,4.522542226512814,4.553843931726646,3.6346729698516596,4.864897439692241,7.183817544027259,3.9062233489466265,7.028746743886252,7.044035021563852,0,
Montijo,6.111397192697471,6.169787311345169,6.642714015980232,3.9460588845016806,4.219918926364813,3.8608176095302307,5.418460081275641,7.149816291081667,6.378290343669116,6.348352798529975,6.799870912445407,7.256091113350756,
Palmela,5.7017118554925865,5.627260312846069,6.34854221117132,4.871321483206673,3.831180390131488,6.102184376031107,3.6527140067186443,4.810053844470254,0,0,0,9.073537088563064,
Seixal,7.209669485536708,6.296603501721081,5.76323051074829,5.021787200064503,5.70984652003016,5.505668346976316,7.039300614023823,9.209701142638252,8.331089839891645,6.8443258363827955,8.32546484782325,7.833807146162744,
Sesimbra,5.69022652219584,6.215463854494382,0,3.349634256964423,3.6571867861086336,3.548157419940944,0,0,6.934478465389681,8.284280389672551,0,8.467008022871045,
Setubal,7.276415938234452,5.537501614768707,5.809326994836693,7.78179686824408,4.562959822565082,5.904435967354964,5.747454597913929,5.596157969168087,4.33618408943593,6.020381463684558,7.557419917583019,5.6147263699945835,
