Step,Birth Rate,Mortality Rate,Divorces,
1,0.0,0.0,0.0,
2,0.3598560575769692,0.7596961215513794,0.11995201919232307,
3,0.6396929473852551,0.5997121381736766,0.0,
4,0.27969792623966117,0.47948215926799054,0.03995684660566588,
5,0.39942482824732384,0.6790222080204505,0.07988496564946476,
6,0.3592814371257485,0.718562874251497,0.07984031936127745,
7,0.4387189406931759,0.39883540063016,0.03988354006301599,
8,0.6778039153143814,0.5581914596706671,0.0,
9,0.3985016338566988,0.6376026141707181,0.03985016338566988,
10,0.2789400278940028,0.6774257820282924,0.0,
11,0.3983111606787222,0.7567912052895721,0.07966223213574444,
12,0.5974191492751314,0.5974191492751314,0.039827943285008764,
13,0.27851828273584534,0.4376715871563283,0.0,
14,0.5964926233745576,0.5567264484829204,0.11929852467491152,
15,0.27826363491811096,0.5962792176816665,0.0,
16,0.39732994278448824,0.8343928798474253,0.03973299427844883,
17,0.6354501767345804,0.5957345406886692,0.11914690813773382,
18,0.39693565673004405,0.674790616441075,0.1587742626920176,
19,0.43631748046487645,0.3966522549680695,0.1586609019872278,
20,0.35688793718772305,0.4758505829169641,0.15861686097232136,
21,0.19818462880019025,0.5945538864005707,0.11891077728011416,
22,0.35657686212361334,0.554675118858954,0.0,
23,0.3169195420512617,0.6338390841025234,0.0,
24,0.39619651347068147,0.9904912836767037,0.039619651347068144,
25,0.356477997385828,0.5941299956430467,0.03960866637620311,
26,0.5146884155515085,0.5542798321323936,0.1187742497426558,
27,0.4353504571179799,0.5936597142517909,0.07915462856690546,
28,0.39553832766395064,0.39553832766395064,0.2768768293647655,
29,0.4350233330696828,0.6723087874713279,0.03954757573360753,
30,0.31628054083972484,0.7511662844943465,0.11860520281489681,
31,0.31620553359683795,0.7509881422924901,0.11857707509881422,
32,0.3555906756222837,0.434610825760569,0.0,
33,0.3554783158227348,0.5134686784106169,0.1184927719409116,
34,0.47387750266556095,0.9477550053311219,0.0789795837775935,
35,0.27627580218652564,0.47361566089118684,0.0,
36,0.31580609505763463,0.6710879519974736,0.07895152376440866,
37,0.3156814773893142,0.3551416620629784,0.1578407386946571,
38,0.5525734133249132,0.7499210609409537,0.11840858856962426,
39,0.3156690210314485,0.7497139249496902,0.03945862762893106,
40,0.4733354370463869,0.6705585358157148,0.039444619753865574,
41,0.4337368400299673,0.670320570955404,0.03943062182090611,
42,0.5519416518825153,0.6307904592943032,0.03942440370589395,
43,0.19705986678753004,0.7488274937926142,0.11823592007251803,
44,0.39413526722371117,0.5912029008355667,0.07882705344474224,
45,0.4335487939460823,0.8670975878921646,0.0,
46,0.590946696607966,0.39396446440531063,0.039396446440531065,
47,0.5909001378766989,0.6696868229269254,0.039393342525113256,
48,0.55137647197826,0.55137647197826,0.1969201685636643,
49,0.39377830281551485,0.7088009450679268,0.0,
50,0.35412158174306513,0.5115089514066495,0.1967342120794806,
51,0.35401014829091765,0.7080202965818353,0.07866892184242615,
52,0.5898776986904715,0.8651539580793581,0.0786503598253962,
53,0.35377358490566035,0.550314465408805,0.07861635220125786,
54,0.39303541249066537,0.589553118735998,0.03930354124906654,
55,0.3928964325003929,0.7072135785007072,0.07857928650007857,
56,0.5498821681068342,0.6677140612725845,0.07855459544383346,
57,0.4714201532115498,0.6678452170496956,0.03928501276762915,
58,0.3535512256442489,0.7463859208045254,0.07856693903205532,
59,0.35338463954766763,0.6675043191455945,0.0,
60,0.39252629926205057,0.5887894488930758,0.07850525985241011,
61,0.47082826539019895,0.43159257660768235,0.11770706634754974,
62,0.43145714846048244,0.4706805255932536,0.0,
63,0.5490196078431372,0.8627450980392157,0.1568627450980392,
64,0.31362709738121375,0.5880508075897758,0.07840677434530344,
65,0.3918802413982287,0.5878203620973431,0.0,
66,0.509224803165028,0.7050804966900388,0.11751341611500646,
67,0.2349808099005248,0.7049424297015744,0.07832693663350827,
68,0.39152734818527074,0.5089855526408519,0.039152734818527074,
69,0.39143539358828827,0.5871530903824325,0.039143539358828826,
70,0.3521264525216167,0.3912516139129074,0.03912516139129074,
71,0.27388684560607246,0.7434071523593395,0.0,
72,0.5085873009663159,0.5868315011149798,0.11736630022299598,
73,0.43029259896729777,0.7823501799405415,0.11735252699108122,
74,0.547430984593728,0.273715492296864,0.039102213185266285,
75,0.4300570803033857,0.7428258659785754,0.0390960982093987,
76,0.2736833874183837,0.7428549087070415,0.0,
77,0.6251220941590154,0.39070130884938464,0.07814026176987693,
78,0.3516037035590108,0.7422744852912451,0.03906707817322343,
79,0.35174111853675694,1.0161410091061867,0.039082346504084105,
80,0.7426226304475279,0.8989642368575337,0.039085401602501464,
81,0.39064025938513225,0.42970428532364546,0.0,
82,0.3514526710402999,0.6248047485160887,0.07810059356451109,
83,0.585480093676815,0.585480093676815,0.117096018735363,
84,0.2732987154960371,0.8589388201304026,0.07808534728458205,
85,0.3123048094940662,0.7807620237351655,0.07807620237351655,
86,0.4293855882582559,0.8587711765165118,0.03903505347802327,
87,0.07808229874287499,0.8589052861716249,0.039041149371437496,
88,0.39045722541095623,0.8590058959041038,0.11713716762328687,
89,0.3905029678225555,0.8591065292096219,0.15620118712902217,
90,0.39039625219597895,0.6246340035135662,0.07807925043919578,
91,0.39022867400296574,0.6633887458050417,0.039022867400296576,
92,0.507416081186573,0.741608118657299,0.039032006245121,
93,0.741608118657299,0.624512099921936,0.078064012490242,
94,0.4682561361064502,0.5462988254575252,0.07804268935107504,
95,0.35126063539146046,0.6634923112949809,0.03902895948794005,
96,0.3121463966600336,0.42920129540754615,0.0390182995825042,
97,0.39019822069611365,0.7023567972530045,0.03901982206961137,
98,0.4291343190418601,0.7412320056177584,0.07802442164397456,
99,0.5070993914807302,0.5070993914807302,0.15603058199407083,
100,0.3901068892876648,0.6241710228602637,0.07802137785753296,
101,0.3900308124341823,0.6240492998946916,0.07800616248683645,
