Step,Birth Rate,Mortality Rate,Divorces,
1,0.0,0.0,0.0,
2,0.3996802557953637,0.5995203836930455,0.0,
3,0.4,1.0,0.0,
4,0.9996001599360256,0.19992003198720512,0.0,
5,0.3995205753096284,0.3995205753096284,0.1997602876548142,
6,0.5989219405070872,0.19964064683569574,0.19964064683569574,
7,0.0,0.19952114924181966,0.0,
8,0.19932230416583616,0.19932230416583616,0.0,
9,0.3984857541342897,0.7969715082685794,0.0,
10,0.0,0.19916351324437362,0.0,
11,0.5978477481068154,1.1956954962136308,0.19928258270227184,
12,0.3978516013526955,0.0,0.19892580067634774,
13,0.19884668920262477,0.7953867568104991,0.0,
14,0.7945967421533572,0.3972983710766786,0.0,
15,0.3972194637537239,0.3972194637537239,0.0,
16,0.5958291956305859,0.7944389275074478,0.0,
17,0.3971405877680699,0.7942811755361397,0.0,
18,0.19837333862328904,0.3967466772465781,0.19837333862328904,
19,0.5947660586835845,0.19825535289452814,0.0,
20,0.19821605550049554,0.5946481665014867,0.0,
21,0.5945303210463733,0.7927070947284979,0.19817677368212447,
22,0.9908838684106221,1.1890606420927465,0.39635354736424894,
23,0.19805902158843336,0.3961180431768667,0.19805902158843336,
24,0.7916089451810805,0.7916089451810805,0.0,
25,0.9879470460383323,0.0,0.3951788184153329,
26,0.19758940920766646,0.19758940920766646,0.0,
27,0.3948667324777887,0.19743336623889435,0.0,
28,0.5920663114268797,0.5920663114268797,0.19735543714229328,
29,0.39471087428458657,1.1841326228537594,0.19735543714229328,
30,0.789110278161373,0.789110278161373,0.19727756954034326,
31,0.3942440370589395,0.5913660555884093,0.0,
