-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,2024/4,2024/5,2024/6,2024/7,2024/8,2024/9,2024/10,2024/11,2025/1,2025/2,2025/3,2025/4,2025/5,2025/6,2025/7,2025/8,2025/9,2025/10,2025/11,2026/1,2026/2,2026/3,2026/4,2026/5,2026/6,2026/7,2026/8,2026/9,2026/10,2026/11,2027/1,2027/2,2027/3,2027/4,2027/5,2027/6,2027/7,2027/8,2027/9,2027/10,2027/11,2028/1,2028/2,2028/3,2028/4,2028/5,2028/6,2028/7,2028/8,2028/9,2028/10,2028/11,2029/1,2029/2,2029/3,2029/4,2029/5,2029/6,2029/7,2029/8,
Oeiras,4.6704025,4.6883016,4.7057867,4.7248755,4.7395134,4.7561607,4.7713194,4.7828836,4.793107,4.806854,4.819546,4.868226,4.879018,4.8918447,4.9052205,4.9192424,4.9306774,4.9494443,4.957422,4.971502,4.981545,4.9927936,5.003471,5.061257,5.075866,5.086004,5.099385,5.1141095,5.1295953,5.144035,5.1565638,5.1662827,5.181505,5.19586,5.20746,5.2739162,5.289627,5.305039,5.316296,5.3349895,5.34887,5.3668895,5.378595,5.3983803,5.4113154,5.427596,5.4482923,5.534378,5.5539737,5.5700116,5.585752,5.604525,5.6279902,5.64738,5.6672535,5.680684,5.693935,5.710383,5.730479,5.8279123,5.844263,5.8624296,5.8761973,5.8896985,5.902159,5.9210277,5.9362335,5.9592924,5.972824,5.985097,5.998673,6.118034,6.1348033,6.1474457,6.159717,6.1717196,6.187934,6.20103,6.210869,6.2243276,6.240391,6.2509327,6.2649717,6.4038053,6.4136834,6.427553,6.4393353,6.44823,6.461544,6.4715137,6.4793477,6.4839754,6.499333,6.5151277,6.528512,6.687834,
