-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,2024/4,2024/5,2024/6,2024/7,2024/8,2024/9,2024/10,2024/11,2025/1,2025/2,2025/3,2025/4,2025/5,2025/6,2025/7,2025/8,2025/9,2025/10,2025/11,2026/1,2026/2,2026/3,2026/4,2026/5,2026/6,2026/7,2026/8,2026/9,2026/10,2026/11,2027/1,2027/2,2027/3,2027/4,2027/5,2027/6,2027/7,2027/8,2027/9,2027/10,2027/11,2028/1,2028/2,2028/3,2028/4,2028/5,2028/6,2028/7,2028/8,2028/9,2028/10,2028/11,2029/1,2029/2,2029/3,2029/4,2029/5,2029/6,2029/7,2029/8,
Supply in Oeiras for houses Smaller than 125m2,8.0,14.0,21.0,21.0,23.0,23.0,19.0,19.0,17.0,15.0,18.0,17.0,14.0,16.0,16.0,10.0,9.0,7.0,9.0,8.0,6.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,4.0,5.0,0.0,2.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,4.0,4.0,6.0,7.0,12.0,4.0,7.0,5.0,4.0,3.0,0.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,10.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,2.0,5.0,8.0,5.0,7.0,8.0,8.0,8.0,
Demand in Oeiras for houses Smaller than 125m2,323.0,309.0,340.0,332.0,357.0,335.0,330.0,315.0,317.0,316.0,328.0,289.0,311.0,333.0,329.0,320.0,289.0,299.0,333.0,340.0,319.0,345.0,343.0,367.0,302.0,279.0,286.0,284.0,297.0,279.0,257.0,283.0,292.0,297.0,279.0,303.0,352.0,304.0,329.0,332.0,314.0,354.0,305.0,341.0,344.0,327.0,339.0,367.0,451.0,469.0,498.0,486.0,472.0,464.0,490.0,459.0,485.0,483.0,473.0,486.0,472.0,519.0,505.0,522.0,492.0,479.0,478.0,496.0,510.0,547.0,499.0,508.0,553.0,546.0,528.0,561.0,537.0,511.0,553.0,592.0,579.0,567.0,551.0,563.0,605.0,605.0,617.0,606.0,631.0,662.0,638.0,650.0,624.0,617.0,629.0,632.0,
