-,2021/1,2021/2,2021/3,2021/4,2021/5,2021/6,2021/7,2021/8,2021/9,2021/10,2021/11,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2023/10,2023/11,2024/1,2024/2,2024/3,2024/4,2024/5,2024/6,2024/7,2024/8,2024/9,2024/10,2024/11,2025/1,2025/2,2025/3,2025/4,2025/5,2025/6,2025/7,2025/8,2025/9,2025/10,2025/11,2026/1,2026/2,2026/3,2026/4,2026/5,2026/6,2026/7,2026/8,2026/9,2026/10,2026/11,2027/1,2027/2,2027/3,2027/4,2027/5,2027/6,2027/7,2027/8,2027/9,2027/10,2027/11,2028/1,2028/2,2028/3,2028/4,2028/5,2028/6,2028/7,2028/8,2028/9,2028/10,2028/11,2029/1,2029/2,2029/3,2029/4,2029/5,2029/6,2029/7,2029/8,
Subsidies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IRS,1.0764987772672424e7,1.0773422814019745e7,1.0773316146727826e7,1.0764739006371202e7,1.0782102376687016e7,1.0778861469331317e7,1.0771108099764148e7,1.0765202964909561e7,1.076706297624837e7,1.0781130421215465e7,1.0789699261443822e7,1.0781545362903915e7,1.2138912197029142e7,1.2112308275080549e7,1.2104716281848049e7,1.2102220267364178e7,1.2118337425994577e7,1.2104747592503633e7,1.2124954804743212e7,1.2117406358403519e7,1.211266288394708e7,1.2123968216850897e7,1.2119396089336652e7,1.2127808974132264e7,1.3504914754354712e7,1.3487413564769216e7,1.3495922887072604e7,1.3499571070808243e7,1.3477346345923329e7,1.3501036232809398e7,1.3501772238536542e7,1.3501294061505651e7,1.3507705046658697e7,1.3489663994159414e7,1.3493497373829562e7,1.3487050016885879e7,1.5038396684587473e7,1.501031278648114e7,1.5007694695929818e7,1.5008242500239532e7,1.5002287469837004e7,1.5048563484570567e7,1.5009342395663392e7,1.5006983797302559e7,1.5037835737364242e7,1.4980394028556975e7,1.498758667088655e7,1.5004756750598138e7,1.6492230428130666e7,1.6515938382223302e7,1.6495374531071717e7,1.6489740597027918e7,1.650854348221332e7,1.6503278063439036e7,1.6450928942322193e7,1.6455503255677208e7,1.6473383780756537e7,1.6439760672421025e7,1.6445559708057603e7,1.6435066433316953e7,1.794295846836969e7,1.7925206425625075e7,1.7916376874353923e7,1.794319502441415e7,1.7916730307732686e7,1.7943720920652423e7,1.7954072185441475e7,1.7959699023318328e7,1.794095576403601e7,1.7943454031593464e7,1.7936373030632976e7,1.7917603662237003e7,1.945239579498355e7,1.950445787144113e7,1.9477099063784998e7,1.946343879955255e7,1.9459928120975565e7,1.9486139477527663e7,1.9468322419623327e7,1.943497568191883e7,1.9469804477244206e7,1.944201063176442e7,1.942090259707719e7,1.940995195893581e7,2.0972391098251577e7,2.09297587877389e7,2.0932942262376674e7,2.0924014663409203e7,2.0937332282267667e7,2.094992835224797e7,2.0923180016830936e7,2.0889208783810634e7,2.091244571560053e7,2.090323748274059e7,2.0937240213012762e7,2.089692389141501e7,
IVA,8.142799845344901e7,8.150609505642663e7,8.144599234056875e7,8.142896512422553e7,8.146072836138879e7,8.14126615414866e7,8.13599107123777e7,8.130152395294043e7,8.130686538751376e7,8.127317028329225e7,8.123169027807721e7,8.115846859079711e7,8.00406056592438e7,7.993530165483382e7,7.995972482254101e7,7.988220392491324e7,7.986957596439846e7,7.983577636951388e7,7.974614086624572e7,7.973299998361412e7,7.967424558941989e7,7.963912196562468e7,7.956617632739301e7,7.954529595785302e7,7.922504775274849e7,7.917555846166615e7,7.916839614422852e7,7.908142425080071e7,7.904607981446128e7,7.904422673719026e7,7.898253290571901e7,7.896487370644802e7,7.892483344158047e7,7.89327311563992e7,7.886531315227929e7,7.886886301111867e7,7.974299007130742e7,7.970322218067443e7,7.969653382332495e7,7.96849616807468e7,7.962032918960063e7,7.964036348095253e7,7.953267183408044e7,7.949888108143166e7,7.947775625474735e7,7.939753293155867e7,7.938171614188826e7,7.93417725278936e7,7.986614422038701e7,7.980707395808066e7,7.976101549902195e7,7.969607413292865e7,7.963752356550206e7,7.955277919214556e7,7.947502291386874e7,7.943688184236889e7,7.939260938350572e7,7.941720145660925e7,7.932641288012144e7,7.927353954982397e7,7.980630807689133e7,7.969891132822494e7,7.967901918763801e7,7.970155695395389e7,7.965200304111077e7,7.964474446823782e7,7.95716461224168e7,7.957196142869425e7,7.953233642570198e7,7.952509451505706e7,7.947705029779544e7,7.945819129783866e7,8.02915581310848e7,8.024547579791288e7,8.019264493849874e7,8.005502473368828e7,8.002795317529283e7,7.997811336400323e7,7.993110325603527e7,7.98454237664241e7,7.98069632551117e7,7.979334300552256e7,7.96481320478873e7,7.95824674321228e7,8.022392801582257e7,8.018780819895197e7,8.018596591945902e7,8.011539247456072e7,8.005900258348793e7,8.000014507446735e7,7.994425537563255e7,7.985370592165577e7,7.986894996408245e7,7.98276287415071e7,7.98230815578481e7,7.971822648750225e7,
Public Investment,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.46026e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4456574e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4310548e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4164522e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.4018496e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.387247e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3726444e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3580418e8,1.3434392e8,
