-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,
Amadora,8.450773622715971,8.651670585516644,8.612479636736683,8.451991353230927,8.217925151266732,7.610580004125252,7.576668150383254,7.419426724226902,6.754790898545183,6.655870611802498,6.177399441982674,7.005620469620393,
Cascais,9.432637634204392,10.303987298530423,9.514718667541766,11.367387477262291,9.69629417834657,10.02895046220185,9.757330359476564,9.309904449094319,8.854316843210349,8.90740571863988,9.233448105996256,9.753773008211189,
Lisboa,10.000112911205898,11.220127353029438,11.352513920148564,11.36381599995341,10.328283090821806,9.664968689452948,10.57821367242679,10.178765298878833,10.137605611025192,10.547074668400086,8.705863510335595,11.447254096899396,
Loures,7.1715108672392045,7.541454731187209,6.685087090078406,7.215066624612922,6.066642192971724,6.925974412196286,6.258991887455822,6.8452245903698135,5.661875731454308,6.459540280032184,5.826938676580994,6.155484509263396,
Mafra,5.908804577746591,7.051305691244519,6.446189220005122,6.362408883916663,6.138826390865269,7.377911011224422,6.112568698621974,5.235653606313339,4.328288320059748,6.636224831442271,6.624380744970525,7.837764131230467,
Odivelas,7.723659751427553,7.683632853039593,7.081243267629423,7.238734374847693,7.668559718904228,7.23832969767194,6.755293861048036,7.194071410568912,6.903470761206793,6.041366675386488,6.392578723183454,7.6195640507009035,
Oeiras,9.606139438745942,9.313476486875778,8.730528692583924,9.93812498379788,9.746310522519218,9.815905997465974,9.021117365367461,8.336541738272048,7.182940971809602,8.387554470231091,9.08359061178785,8.415488659875924,
Sintra,6.978564291103499,6.742316593066247,6.687021913359546,6.957664998483496,6.554046127404948,5.804795437314251,6.367427492671316,6.298660561535334,6.5363320307792545,6.14265107652453,6.170913621242022,6.476420201852992,
VilaFrancaDeXira,6.479790886880006,6.502652655947865,6.061643496306658,6.565373381647035,6.098416686190231,5.714227766559668,7.063714981156978,5.744440402079849,5.339932070334367,6.1985285445976945,5.8518396249932385,5.927332400934244,
Alcochete,6.704652450229873,6.497847056235146,5.888743035685692,6.543816231529735,6.310861329957272,6.633652083333333,6.638957277553319,5.221354239753283,5.317880223757098,4.778248422574666,0,6.107098095897049,
Almada,8.062112235857516,8.38068765417707,7.236089792211234,7.8273802042640614,6.583345955143421,7.498936896822373,6.714437096832144,7.5058269748993185,6.5414504966765845,7.468969182452128,6.6205401735001495,7.467172314236985,
Barreiro,6.759939451342613,6.838501838846193,6.673897225065727,6.772046633238044,7.386137806674459,6.115128299327928,5.520232078474983,5.677062427610359,6.456872092353047,5.0282919608065635,6.375706051614632,10.285630815349245,
Moita,5.60890407004017,5.938300581078348,5.707786007158382,5.4103805046294,5.694809481969102,4.856415649060585,4.956246614670835,5.022538217606559,4.679297030515482,5.987167659988167,4.6284737251251995,4.650892970321772,
Montijo,5.753531249255293,5.867147268939734,5.9845688232764065,5.729704642782009,5.140932630562345,5.818161781560569,5.803970444614734,4.986209796585404,6.028161438760865,5.7804738280403445,6.487972962218783,6.1132997010217744,
Palmela,5.469712791620863,5.814392933922859,5.033573797480459,5.101773331513006,5.395404629614715,5.917637376283914,5.658726289870041,5.955461563191138,5.2524398151192875,6.936699943293764,5.146382977176104,5.3148712903401885,
Seixal,6.674377594470309,6.690013385109426,6.045379469222368,6.416456342398904,5.511064565293854,6.21893783431046,5.687907441370388,6.114018203200694,6.114851866985962,6.324781999972034,6.744795267466951,6.552951959763133,
Sesimbra,6.205113651090621,5.9575465141464745,5.169785748649822,6.208735396216165,5.062346915669105,5.332355389909347,4.996119028124594,5.114158859115214,4.833938506211294,4.5020266776946,5.491342119513799,5.68632517951421,
Setubal,6.260149001420571,6.0688607855927765,5.373018443169721,6.341532600595072,6.115894882991392,5.87335974688849,5.917854849720487,5.205874286678468,5.504586099741647,5.362904988179072,5.5605325508259185,5.430035334096159,
